Golden_Globe_Winner_ID,Winner,Year_Ceremony,Movie_Name,Golden_Globe_Award,GG_Award_ID
616,Peter O’Toole,1969,The Lion in Winter,Best Performance by an Actor in a Motion Picture - Drama,GG003
617,Sterling Silliphant,1969,Charly,Best Screenplay - Motion Picture,GG012
618,The Lion in Winter,1969,The Lion in Winter,Best Motion Picture - Drama,GG001
619,Oliver!,1969,Oliver!,Best Motion Picture - Musical or Comedy,GG004
620,Olivia Hussey,1969,Romeo and Juliet,New Star Of The Year - Actress,GG016
621,Leonard Whiting,1969,Romeo and Juliet,New Star Of The Year - Actor,GG017
622,Alex North,1969,The Shoes of the Fisherman,Best Original Score - Motion Picture,GG013
623,Paul Newman,1969,"Rachel, Rachel",Best Director - Motion Picture,GG011
624,Romeo and Juliet,1969,Romeo and Juliet,Foreign Film - English Language,GG021
625,War and Peace (1966),1969,War and Peace (1966),Foreign Film - Foreign Language,GG022
626,Richard Burton,1969,Richard Burton,World Film Favorites,GG019
627,Sean Connery,1969,Sean Connery,World Film Favorites,GG019
628,Ruth Gordon,1969,Rosemary's Baby,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
629,Barbra Streisand,1969,Funny Girl,Actress In A Leading Role - Musical Or Comedy,GG023
630,Ron Moody,1969,Oliver!,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
631,Daniel Massey,1969,Star!,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
632,The Windmills of Your Mind,1969,The Thomas Crown Affair,Best Original Song - Motion Picture,GG014
633,Rod Steiger,1968,In the Heat of the Night,Best Performance by an Actor in a Motion Picture - Drama,GG003
634,"Graduate, The",1968,The Graduate,Best Motion Picture - Musical or Comedy,GG004
635,Katharine Ross,1968,The Graduate,New Star Of The Year - Actress,GG016
636,Dustin Hoffman,1968,The Graduate,New Star Of The Year - Actor,GG017
637,Frederick Loewe,1968,Camelot,Best Original Score - Motion Picture,GG013
638,Mike Nichols,1968,The Graduate,Best Director - Motion Picture,GG011
639,The Fox,1968,The Fox,Foreign Film - English Language,GG021
640,Live For Life,1968,Live For Life,Foreign Film - Foreign Language,GG022
641,Paul Newman,1968,Paul Newman,World Film Favorites,GG019
642,Carol Channing,1968,Thoroughly Modern Millie,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
643,Anne Bancroft,1968,The Graduate,Actress In A Leading Role - Musical Or Comedy,GG023
644,Richard Harris,1968,Camelot,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
645,Richard Attenborough,1968,Doctor Dolittle,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
646,Edith Evans,1968,The Whisperers,Best Performance by an Actress in a Motion Picture - Drama,GG002
647,If Ever I Would Leave You,1968,Camelot,Best Original Song - Motion Picture,GG014
648,In the Heat of the Night,1968,In the Heat of the Night,Best Motion Picture - Drama,GG001
649,Paul Scofield,1967,A Man for All Seasons,Best Performance by an Actor in a Motion Picture - Drama,GG003
650,"Man for All Seasons, A",1967,A Man for All Seasons,Best Motion Picture - Drama,GG001
651,"Russians Are Coming, The Russians Are Coming, The",1967,"The Russians Are Coming, The Russians Are Coming",Best Motion Picture - Musical or Comedy,GG004
652,Camilla Sparv,1967,Dead Heat on a Merry-Go-Round,New Star Of The Year - Actress,GG016
653,James Farentino,1967,The Pad,New Star Of The Year - Actor,GG017
654,Elmer Bernstein,1967,Hawaii,Best Original Score - Motion Picture,GG013
655,Fred Zinnemann,1967,A Man for All Seasons,Best Director - Motion Picture,GG011
656,Alfie (1966),1967,Alfie (1966),Foreign Film - English Language,GG021
657,A Man And A Woman,1967,A Man And A Woman,Foreign Film - Foreign Language,GG022
658,Jocelyn Lagarde,1967,Hawaii,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
659,Alan Arkin,1967,"The Russians Are Coming, The Russians Are Coming",Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
660,Anouk Aimée,1967,A Man And A Woman,Best Performance by an Actress in a Motion Picture - Drama,GG002
661,Strangers In The Night,1967,A Man Could Get Killed,Best Original Song - Motion Picture,GG014
662,Doctor Zhivago,1966,Doctor Zhivago,Best Motion Picture - Drama,GG001
663,"Sound of Music, The",1966,The Sound of Music,Best Motion Picture - Musical or Comedy,GG004
664,Elizabeth Hartman,1966,A Patch of Blue,New Star Of The Year - Actress,GG016
665,Robert Redford,1966,Inside Daisy Clover,New Star Of The Year - Actor,GG017
666,David Lean,1966,Doctor Zhivago,Best Director - Motion Picture,GG011
667,Darling,1966,Darling,Foreign Film - English Language,GG021
668,Juliet of the Spirits,1966,Juliet of the Spirits,Foreign Film - Foreign Language,GG022
669,Ursula Andress,1966,Ursula Andress,World Film Favorites,GG019
670,Doris Day,1966,Doris Day,World Film Favorites,GG019
671,Rex Harrison,1966,Rex Harrison,World Film Favorites,GG019
672,Rock Hudson,1966,Rock Hudson,World Film Favorites,GG019
673,Marcello Mastroianni,1966,Marcello Mastroianni,World Film Favorites,GG019
674,Natalie Wood,1966,Natalie Wood,World Film Favorites,GG019
675,Julie Andrews,1966,The Sound of Music,Actress In A Leading Role - Musical Or Comedy,GG023
676,Lee Marvin,1966,Cat Ballou,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
677,Oskar Werner,1966,The Spy Who Came in from the Cold,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
678,Samantha Eggar,1966,The Collector,Best Performance by an Actress in a Motion Picture - Drama,GG002
679,Forget Domani,1966,The Yellow Rolls-Royce,Best Original Song - Motion Picture,GG014
680,Sallah,1965,Sallah,Samuel Goldwyn International Award,GG024
681,Mia Farrow,1965,Guns at Batasi,New Star Of The Year - Actress,GG016
682,Celia Kaye,1965,Island of the Blue Dolphins,New Star Of The Year - Actress,GG016
683,Mary Ann Mobley,1965,Get Yourself a College Girl!,New Star Of The Year - Actress,GG016
684,Harve Presnell,1965,The Unsinkable Molly Brown,New Star Of The Year - Actor,GG017
685,George Segal,1965,The New Interns,New Star Of The Year - Actor,GG017
686,Chaim Topol,1965,Sallah,New Star Of The Year - Actor,GG017
687,Dimitri Tiomkin,1965,The Fall of the Roman Empire,Best Original Score - Motion Picture,GG013
688,George Cukor,1965,My Fair Lady,Best Director - Motion Picture,GG011
689,Agnes Moorehead,1965,"Hush...Hush, Sweet Charlotte",Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
690,Rex Harrison,1965,My Fair Lady,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
691,Edmond O’Brien,1965,Seven Days In May,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
692,Anne Bancroft,1965,The Pumpkin Eater,Best Performance by an Actress in a Motion Picture - Drama,GG002
693,Circus World,1965,Circus World,Best Original Song - Motion Picture,GG014
694,Sallah,1965,Sallah,Foreign Film - Foreign Language,GG022
695,Sidney Poitier,1964,Lilies of the Field,Best Performance by an Actor in a Motion Picture - Drama,GG003
696,Connie Francis,1964,Connie Francis,Special Achievement Award,GG015
697,"Cardinal, The",1964,The Cardinal,Best Motion Picture - Drama,GG001
698,Tom Jones,1964,Tom Jones,Best Motion Picture - Musical or Comedy,GG004
699,Any Number Can Win,1964,Any Number Can Win,Foreign Film - Foreign Language,GG022
700,"Yesterday, Today and Tomorrow",1964,"Yesterday, Today and Tomorrow",Samuel Goldwyn International Award,GG024
701,Ursula Andress,1964,Dr. No,New Star Of The Year - Actress,GG016
702,Tippi Hedren,1964,The Birds,New Star Of The Year - Actress,GG016
703,Elke Sommer,1964,The Prize,New Star Of The Year - Actress,GG016
704,Albert Finney,1964,Tom Jones,New Star Of The Year - Actor,GG017
705,Stathis Giallelis,1964,"America, America",New Star Of The Year - Actor,GG017
706,Robert Walker Jr.,1964,The Ceremony,New Star Of The Year - Actor,GG017
707,Elia Kazan,1964,"America, America",Best Director - Motion Picture,GG011
708,Lilies of the Field,1964,Lilies of the Field,Promoting International Understanding,GG025
709,Margaret Rutherford,1964,The V. I. P.'s,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
710,Shirley MacLaine,1964,Irma La Douce,Actress In A Leading Role - Musical Or Comedy,GG023
711,Alberto Sordi,1964,To Bed Or Not To Bed,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
712,John Huston,1964,The Cardinal,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
713,Leslie Caron,1964,The L-Shaped Room,Best Performance by an Actress in a Motion Picture - Drama,GG002
714,Gregory Peck,1963,To Kill A Mockingbird,Best Performance by an Actor in a Motion Picture - Drama,GG003
715,That Touch of Mink,1963,That Touch of Mink,Picture - Comedy,GG026
716,Sue Lyon,1963,Lolita,New Star Of The Year - Actress,GG016
717,Rita Tushingham,1963,A Taste of Honey,New Star Of The Year - Actress,GG016
718,Keir Dullea,1963,David and Lisa,New Star Of The Year - Actor,GG017
719,Peter O’Toole,1963,Lawrence of Arabia,New Star Of The Year - Actor,GG017
720,Omar Sharif,1963,Lawrence of Arabia,New Star Of The Year - Actor,GG017
721,Terence Stamp,1963,Billy Budd,New Star Of The Year - Actor,GG017
722,To Kill A Mockingbird,1963,To Kill A Mockingbird,Promoting International Understanding,GG025
723,Angela Lansbury,1963,The Manchurian Candidate,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
724,"Longest Day, The",1963,The Longest Day,Cinematography - Black And White,GG027
725,Lawrence of Arabia,1963,Lawrence of Arabia,Cinematography - Color,GG028
726,Rosalind Russell,1963,Gypsy,Actress In A Leading Role - Musical Or Comedy,GG023
727,Marcello Mastroianni,1963,"Divorce, Italian Style",Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
728,Geraldine Page,1963,Sweet Bird of Youth,Best Performance by an Actress in a Motion Picture - Drama,GG002
729,Telstar,1963,Telstar,International News Coverage,GG029
730,Nathaniel Coles,1963,Nathaniel Coles,Special Achievement Award,GG015
731,Maximilian Schell,1962,Judgment at Nuremberg,Best Performance by an Actor in a Motion Picture - Drama,GG003
732,Samuel Bronston,1962,El Cid,Special Achievement Award,GG015
733,Two Women,1962,Two Women,Foreign Film - Foreign Language,GG022
734,Ann-Margret Olsson,1962,Pocketful of Miracles,New Star Of The Year - Actress,GG016
735,Jane Fonda,1962,Tall Story,New Star Of The Year - Actress,GG016
736,Christine Kaufmann,1962,Town Without Pity,New Star Of The Year - Actress,GG016
737,Warren Beatty,1962,Splendor in the Grass,New Star Of The Year - Actor,GG017
738,Walden Cassotto,1962,Come September,New Star Of The Year - Actor,GG017
739,Stanley Kramer,1962,Judgment at Nuremberg,Best Director - Motion Picture,GG011
740,Charlton Heston,1962,Charlton Heston,World Film Favorites,GG019
741,Marilyn Monroe,1962,Marilyn Monroe,World Film Favorites,GG019
742,Rita Moreno,1962,West Side Story,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
743,Glenn Ford,1962,Pocketful of Miracles,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
744,George Chakiris,1962,West Side Story,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
745,Town Without Pity,1962,Town Without Pity,Best Original Song - Motion Picture,GG014
746,A Majority Of One,1962,A Majority Of One,Picture - Comedy,GG026
747,A Majority Of One,1962,A Majority Of One,Promoting International Understanding,GG025
748,Burt Lancaster,1961,Elmer Gantry,Best Performance by an Actor in a Motion Picture - Drama,GG003
749,Stanley Kramer,1961,Inherit the Wind - 1960,Special Achievement Award,GG015
750,Fred Zinnemann,1961,The Sundowners,Special Achievement Award,GG015
751,"Apartment, The",1961,The Apartment,Picture - Comedy,GG026
752,Spartacus,1961,Spartacus,Best Motion Picture - Drama,GG001
753,The Trials of Oscar Wilde (The Man With The Green Carnation),1961,The Trials of Oscar Wilde (The Man With The Green Carnation),Foreign Film - English Language,GG021
754,La vérité (The Truth),1961,La vérité (The Truth),Foreign Film - Foreign Language,GG022
755,The Virgin Spring,1961,The Virgin Spring,Foreign Film - Foreign Language,GG022
756,Ina Balin,1961,From the Terrace,New Star Of The Year - Actress,GG016
757,Nancy Kwan,1961,The World of Suzie Wong,New Star Of The Year - Actress,GG016
758,Hayley Mills,1961,Pollyanna,New Star Of The Year - Actress,GG016
759,Michael Callan,1961,Because They're Young,New Star Of The Year - Actor,GG017
760,Mark Damon,1961,House of Usher,New Star Of The Year - Actor,GG017
761,Brett Halsey,1961,Desire In The Dust,New Star Of The Year - Actor,GG017
762,Jack Cardiff,1961,Sons and Lovers,Best Director - Motion Picture,GG011
763,Tony Curtis,1961,Tony Curtis,World Film Favorites,GG019
764,Gina Lollobrigida,1961,Gina Lollobrigida,World Film Favorites,GG019
765,Hand In Hand,1961,Hand In Hand,Promoting International Understanding,GG025
766,Sal Mineo,1961,Exodus,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
767,Greer Garson,1961,Sunrise at Campobello,Best Performance by an Actress in a Motion Picture - Drama,GG002
768,Rocco and His Brothers,1961,Rocco and His Brothers,Best Motion Picture – Non-English Language,GG008
769,Anthony Franciosa,1960,Career,Best Performance by an Actor in a Motion Picture - Drama,GG003
770,Andrew Marton,1960,Ben-Hur,Special Achievement Award,GG015
771,Some Like It Hot,1960,Some Like It Hot,Picture - Comedy,GG026
772,Ben-Hur,1960,Ben-Hur,Best Motion Picture - Drama,GG001
773,Porgy and Bess,1960,Porgy and Bess,Picture - Musical,GG030
774,Room At The Top,1960,Room At The Top,Samuel Goldwyn International Award,GG024
775,Wir Wunderkinder (Aren't We Wonderful!),1960,Wir Wunderkinder (Aren't We Wonderful!),Foreign Film - Foreign Language,GG022
776,Black Orpheus,1960,Black Orpheus,Foreign Film - Foreign Language,GG022
777,The Bridge,1960,The Bridge,Foreign Film - Foreign Language,GG022
778,Odd Obsession,1960,Odd Obsession,Foreign Film - Foreign Language,GG022
779,Wild Strawberries,1960,Wild Strawberries,Foreign Film - Foreign Language,GG022
780,Angie Dickinson,1960,Rio Bravo,New Star Of The Year - Actress,GG016
781,Janet Munro,1960,Darby O'Gill and The Little People,New Star Of The Year - Actress,GG016
782,Stella Stevens,1960,Say One for Me,New Star Of The Year - Actress,GG016
783,Tuesday Weld,1960,The Five Pennies,New Star Of The Year - Actress,GG016
784,Barry Coe,1960,A Private's Affair,New Star Of The Year - Actor,GG017
785,Troy Donahue,1960,A Summer Place,New Star Of The Year - Actor,GG017
786,George Hamilton,1960,"Crime & Punishment, USA",New Star Of The Year - Actor,GG017
787,James Shigeta,1960,The Crimson Kimono,New Star Of The Year - Actor,GG017
788,Ernest Gold,1960,On The Beach,Best Original Score - Motion Picture,GG013
789,William Wyler,1960,Ben-Hur,Best Director - Motion Picture,GG011
790,"Diary of Anne Frank, The",1960,The Diary of Anne Frank,Promoting International Understanding,GG025
791,Susan Kohner,1960,Imitation of Life,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
792,Marilyn Monroe,1960,Some Like It Hot,Actress In A Leading Role - Musical Or Comedy,GG023
793,Stephen Boyd,1960,Ben-Hur,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
794,Elizabeth Taylor,1960,"Suddenly, Last Summer",Best Performance by an Actress in a Motion Picture - Drama,GG002
795,José Ramon Samaniego,1960,José Ramon Samaniego,Famous Silent Filmstars,GG031
796,David Niven,1959,Separate Tables,Best Performance by an Actor in a Motion Picture - Drama,GG003
797,Auntie Mame,1959,Auntie Mame,Picture - Comedy,GG026
798,"Defiant Ones, The",1959,The Defiant Ones,Best Motion Picture - Drama,GG001
799,Gigi,1959,Gigi,Picture - Musical,GG030
800,"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",1959,"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",Samuel Goldwyn International Award,GG024
801,Rosemary,1959,Rosemary,Foreign Film - Foreign Language,GG022
802,A Night To Remember,1959,A Night To Remember,Foreign Film - English Language,GG021
803,The Year Long Road,1959,The Year Long Road,Foreign Film - Foreign Language,GG022
804,Linda Cristal,1959,The Perfect Furlough,New Star Of The Year - Actress,GG016
805,Susan Kohner,1959,The Gene Krupa Story,New Star Of The Year - Actress,GG016
806,Tina Louise,1959,God's Little Acre,New Star Of The Year - Actress,GG016
807,Bradford Dillman,1959,In Love and War - 1958,New Star Of The Year - Actor,GG017
808,John Gavin,1959,A Time to Love and a Time to Die,New Star Of The Year - Actor,GG017
809,Efrem Zimbalist Jr.,1959,"Too Much, Too Soon",New Star Of The Year - Actor,GG017
810,Vincente Minnelli,1959,Gigi,Best Director - Motion Picture,GG011
811,Deborah Kerr,1959,Deborah Kerr,World Film Favorites,GG019
812,David Ladd,1959,The Proud Rebel,Juvenile Performance,GG032
813,"Inn of the Sixth Happiness, The",1959,The Inn of the Sixth Happiness,Promoting International Understanding,GG025
814,Hermione Gingold,1959,Gigi,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
815,Danny Kaye,1959,Me and the Colonel,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
816,Burl Ives,1959,The Big Country,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
817,Susan Hayward,1959,I Want To Live!,Best Performance by an Actress in a Motion Picture - Drama,GG002
818,L'eau vive (Girl And The River),1959,L'eau vive (Girl And The River),Foreign Film - Foreign Language,GG022
819,Alec Guinness,1958,The Bridge on the River Kwai,Best Performance by an Actor in a Motion Picture - Drama,GG003
820,Hugo Friedhofer,1958,Hugo Friedhofer,Special Achievement Award,GG015
821,Zsa Zsa Gabor,1958,Zsa Zsa Gabor,Special Achievement Award,GG015
822,Bob Hope,1958,Bob Hope,Special Achievement Award,GG015
823,Le Roy Prinze,1958,Le Roy Prinze,Special Achievement Award,GG015
824,Jean Simmons,1958,Jean Simmons,Special Achievement Award,GG015
825,"Bridge on the River Kwai, The",1958,The Bridge on the River Kwai,Best Motion Picture - Drama,GG001
826,Les Girls,1958,Les Girls,Best Motion Picture - Musical or Comedy,GG004
827,Sandra Dee,1958,Until They Sail,New Star Of The Year - Actress,GG016
828,Carolyn Jones,1958,Carolyn Jones,New Star Of The Year - Actress,GG016
829,Diane Varsi,1958,Peyton Place,New Star Of The Year - Actress,GG016
830,James Garner,1958,Sayonara,New Star Of The Year - Actor,GG017
831,John Saxon,1958,This Happy Feeling,New Star Of The Year - Actor,GG017
832,Patrick Wayne,1958,The Searchers,New Star Of The Year - Actor,GG017
833,Confessions of Felix Krull,1958,Confessions of Felix Krull,Foreign Film - Foreign Language,GG022
834,Tizoc,1958,Tizoc,Foreign Film - Foreign Language,GG022
835,Woman In A Dressing Gown,1958,Woman In A Dressing Gown,Foreign Film - English Language,GG021
836,Kiiroi karasu (Yellow Crow),1958,Kiiroi karasu (Yellow Crow),Foreign Film - Foreign Language,GG022
837,"Happy Road, The",1958,The Happy Road,Promoting International Understanding,GG025
838,Elsa Lanchester,1958,Witness for the Prosecution,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
839,Taina Elg,1958,Les Girls,Actress In A Leading Role - Musical Or Comedy,GG023
840,Joanne Woodward,1958,The Three Faces of Eve,Best Performance by an Actress in a Motion Picture - Drama,GG002
841,Kirk Douglas,1957,Lust For Life,Best Performance by an Actor in a Motion Picture - Drama,GG003
842,Edwin Schallert,1957,Edwin Schallert,Special Achievement Award,GG015
843,Elizabeth Taylor,1957,Elizabeth Taylor,Special Achievement Award,GG015
844,Dimitri Tiomkin,1957,Dimitri Tiomkin,Special Achievement Award,GG015
845,Around the World in 80 Days,1957,Around the World in 80 Days,Best Motion Picture - Drama,GG001
846,"King and I, The",1957,The King and I,Best Motion Picture - Musical or Comedy,GG004
847,Carroll Baker,1957,Baby Doll,New Star Of The Year - Actress,GG016
848,Jayne Mansfield,1957,The Girl Can't Help It,New Star Of The Year - Actress,GG016
849,Natalie Wood,1957,Rebel Without a Cause,New Star Of The Year - Actress,GG016
850,John Kerr,1957,Tea and Sympathy,New Star Of The Year - Actor,GG017
851,Paul Newman,1957,The Silver Chalice,New Star Of The Year - Actor,GG017
852,Anthony Perkins,1957,Friendly Persuasion,New Star Of The Year - Actor,GG017
853,Before Sundown,1957,Before Sundown,Foreign Film - Foreign Language,GG022
854,A Girl In Black,1957,A Girl In Black,Foreign Film - Foreign Language,GG022
855,Richard III  (1955),1957,Richard III  (1955),Foreign Film - English Language,GG021
856,The Rose On His Arm,1957,The Rose On His Arm,Foreign Film - Foreign Language,GG022
857,War and Peace,1957,War and Peace,Foreign Film - Foreign Language,GG022
858,The White Reindeer,1957,The White Reindeer,Foreign Film - Foreign Language,GG022
859,James Dean,1957,James Dean,World Film Favorites,GG019
860,Kim Novak,1957,Kim Novak,World Film Favorites,GG019
861,Ronald Reagan,1957,Ronald Reagan,Hollywood Citizenship Award,GG033
862,Battle Hymn,1957,Battle Hymn,Promoting International Understanding,GG025
863,Taina Elg,1957,Taina Elg,New Foreign Star Of The Year - Actress,GG034
864,Jacques Bergerac,1957,Jacques Bergerac,New Foreign Star Of The Year - Actor,GG035
865,Eileen Heckart,1957,The Bad Seed,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
866,Deborah Kerr,1957,The King and I,Actress In A Leading Role - Musical Or Comedy,GG023
867,– Cantinflas,1957,Around the World in 80 Days,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
868,Earl Holliman,1957,The Rainmaker,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
869,Ingrid Bergman,1957,Anastasia (1956),Best Performance by an Actress in a Motion Picture - Drama,GG002
870,Ernest Borgnine,1956,Marty,Best Performance by an Actor in a Motion Picture - Drama,GG003
871,James Dean,1956,East of Eden,Special Achievement Award,GG015
872,East of Eden,1956,East of Eden,Best Motion Picture - Drama,GG001
873,Guys and Dolls,1956,Guys and Dolls,Best Motion Picture - Musical or Comedy,GG004
874,Anita Ekberg,1956,Blood Alley,New Star Of The Year - Actress,GG016
875,Victoria Shaw,1956,The Eddy Duchin Story,New Star Of The Year - Actress,GG016
876,Dana Wynter,1956,The View From Pompey's Head,New Star Of The Year - Actress,GG016
877,Ray Danton,1956,I'll Cry Tomorrow,New Star Of The Year - Actor,GG017
878,Russ Tamblyn,1956,Hit The Deck,New Star Of The Year - Actor,GG017
879,Joshua Logan,1956,Picnic,Best Director - Motion Picture,GG011
880,Eyes of Children,1956,Eyes of Children,Best Motion Picture – Non-English Language,GG008
881,"Sons, Mothers And A General",1956,"Sons, Mothers And A General",Best Motion Picture – Non-English Language,GG008
882,Stella,1956,Stella,Best Motion Picture – Non-English Language,GG008
883,Ordet,1956,Ordet,Best Motion Picture – Non-English Language,GG008
884,Grace Kelly,1956,Grace Kelly,World Film Favorites,GG019
885,Esther Williams,1956,Esther Williams,Hollywood Citizenship Award,GG033
886,Love Is A Many-Splendored Thing,1956,Love Is A Many-Splendored Thing,Promoting International Understanding,GG025
887,Marisa Pavan,1956,The Rose Tattoo,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
888,Jean Simmons,1956,Guys and Dolls,Actress In A Leading Role - Musical Or Comedy,GG023
889,Tom Ewell,1956,The Seven Year Itch,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
890,Arthur Kennedy,1956,Trial,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
891,Anna Magnani,1956,The Rose Tattoo,Best Performance by an Actress in a Motion Picture - Drama,GG002
892,Dangerous Curves (UK),1956,Dangerous Curves (UK),Best Motion Picture – Non-English Language,GG008
893,Wichita,1956,Wichita,Best Outdoor Drama,GG036
894,,1956,,Special Achievement Award,GG015
895,Ernest Lehman,1955,Sabrina,Best Screenplay - Motion Picture,GG012
896,On the Waterfront,1955,On the Waterfront,Best Motion Picture - Drama,GG001
897,Carmen Jones,1955,Carmen Jones,Best Motion Picture - Musical or Comedy,GG004
898,Shirley MacLaine,1955,The Trouble With Harry,New Star Of The Year - Actress,GG016
899,Kim Novak,1955,Phffft!,New Star Of The Year - Actress,GG016
900,Karen Sharpe,1955,The High and The Mighty,New Star Of The Year - Actress,GG016
901,Joe Adams,1955,Carmen Jones,New Star Of The Year - Actor,GG017
902,George Nader,1955,Four Guns to the Border,New Star Of The Year - Actor,GG017
903,Jeff Richards,1955,Seven Brides for Seven Brothers,New Star Of The Year - Actor,GG017
904,Genevieve,1955,Genevieve,Best Motion Picture – Non-English Language,GG008
905,The Lady Of The Camelias,1955,The Lady Of The Camelias,Best Motion Picture – Non-English Language,GG008
906,No Way Back,1955,No Way Back,Best Motion Picture – Non-English Language,GG008
907,Twenty-Four Eyes,1955,Twenty-Four Eyes,Best Motion Picture – Non-English Language,GG008
908,Audrey Hepburn,1955,Audrey Hepburn,World Film Favorites,GG019
909,Gregory Peck,1955,Gregory Peck,World Film Favorites,GG019
910,Broken Lance,1955,Broken Lance,Promoting International Understanding,GG025
911,Jan Sterling,1955,The High and The Mighty,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
912,Pat Crowley,1954,Money From Home,New Star Of The Year - Actress,GG016
913,Bella Darvi,1954,The Egyptian,New Star Of The Year - Actress,GG016
914,Barbara Rush,1954,It Came From Outer Space,New Star Of The Year - Actress,GG016
915,Richard Egan,1954,The Glory Brigade,New Star Of The Year - Actor,GG017
916,Steve Forrest,1954,So Big,New Star Of The Year - Actor,GG017
917,Hugh O’Brian,1954,The Man From The Alamo,New Star Of The Year - Actor,GG017
918,Alan Ladd,1954,Alan Ladd,World Film Favorites,GG019
919,Robert Taylor,1954,Robert Taylor,World Film Favorites,GG019
920,Little Boy Lost,1954,Little Boy Lost,Promoting International Understanding,GG025
921,Grace Kelly,1954,Mogambo,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
922,Ethel Merman,1954,Call Me Madam,Actress In A Leading Role - Musical Or Comedy,GG023
923,David Niven,1954,The Moon Is Blue,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
924,Frank Sinatra,1954,From Here to Eternity,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
925,Audrey Hepburn,1954,Roman Holiday,Best Performance by an Actress in a Motion Picture - Drama,GG002
926,"Queen Is Crowned, A",1954,A Queen Is Crowned,Documentary,GG020
927,"Robe, The",1954,The Robe,Best Motion Picture - Drama,GG001
928,Gary Cooper,1953,High Noon,Best Performance by an Actor in a Motion Picture - Drama,GG003
929,Michael Wilson,1953,5 Fingers,Best Screenplay - Motion Picture,GG012
930,Francis Kee Teller,1953,Navajo,Special Achievement Award,GG015
931,The Greatest Show on Earth,1953,The Greatest Show on Earth,Best Motion Picture - Drama,GG001
932,With a Song in My Heart,1953,With a Song in My Heart,Best Motion Picture - Musical or Comedy,GG004
933,Colette Marchand,1953,Moulin Rouge!,New Star Of The Year - Actress,GG016
934,Richard Burton,1953,My Cousin Rachel,New Star Of The Year - Actor,GG017
935,Cecil B. deMille,1953,The Greatest Show on Earth,Best Director - Motion Picture,GG011
936,Susan Hayward,1953,Susan Hayward,World Film Favorites,GG019
937,John Wayne,1953,John Wayne,World Film Favorites,GG019
938,Brandon de Wilde,1953,The Member of the Wedding,Juvenile Performance,GG032
939,Anything Can Happen,1953,Anything Can Happen,Promoting International Understanding,GG025
940,Katy Jurado,1953,High Noon,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG009
941,High Noon,1953,High Noon,Cinematography - Black And White,GG027
942,The Greatest Show on Earth,1953,The Greatest Show on Earth,Cinematography - Color,GG028
943,Susan Hayward,1953,With a Song in My Heart,Actress In A Leading Role - Musical Or Comedy,GG023
944,Donald O’Connor,1953,Singin' in the Rain,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG006
945,Millard Mitchell,1953,My Six Convicts,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG010
946,Shirley Booth,1953,"Come Back, Little Sheba",Best Performance by an Actress in a Motion Picture - Drama,GG002
947,Fredric March,1952,Death of a Salesman (1951),Best Performance by an Actor in a Motion Picture - Drama,GG003
