Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Movie_ID,Director_ID,Oscar_Award_ID,GG_Award_ID
Geostorm,5.3,116000,21,PG-13,2017,1h 49m,1734,972,,
The Lincoln Lawyer,7.3,251000,63,R,2011,1h 58m,1735,973,,
The Bodyguard,6.3,145000,39,R,1992,2h 9m,1738,974,,
The Remains of the Day,7.8,82000,86,PG,1993,2h 14m,1741,975,,
The Man in the Iron Mask,6.5,176000,48,PG-13,1998,2h 12m,1743,976,,
We Were Soldiers,7.2,149000,65,R,2002,2h 18m,1744,976,,
Dragged Across Concrete,6.9,54000,60,R,2018,2h 39m,1746,977,,
Annette,6.3,22000,67,R,2021,2h 21m,1749,978,,
"Definitely, Maybe",7.1,172000,59,PG-13,2008,1h 52m,1750,979,,
The Last Command,,0,0,,0,,0,0,OWA0001,
7th Heaven,,0,0,,0,,0,0,OWA0002,
7th Heaven,,0,0,,0,,0,0,OWA0006,
7th Heaven,,0,0,,0,,0,0,OWA0010,
The Dove;,,0,0,,0,,0,0,OWA0003,
Sunrise,,0,0,,0,,0,0,OWA0004,
Sunrise,,0,0,,0,,0,0,OWA0009,
Two Arabian Knights,,0,0,,0,,0,0,OWA0005,
Wings,,0,0,,0,,0,0,OWA0007,
Wings,,0,0,,0,,0,0,OWA0008,
In Old Arizona,,0,0,,0,,0,0,OWA0001,
Coquette,,0,0,,0,,0,0,OWA0002,
The Bridge of San Luis Rey,,0,0,,0,,0,0,OWA0003,
White Shadows in the South Seas,,0,0,,0,,0,0,OWA0004,
The Divine Lady,,0,0,,0,,0,0,OWA0012,
The Broadway Melody,,0,0,,0,,0,0,OWA0008,
Disraeli,,0,0,,0,,0,0,OWA0001,
The Divorcee,,0,0,,0,,0,0,OWA0002,
King of Jazz,,0,0,,0,,0,0,OWA0003,
With Byrd at the South Pole,,0,0,,0,,0,0,OWA0004,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0012,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0014,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0004,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0103,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0030,
All Quiet on the Western Front,,0,0,,0,,0,0,OWA0102,
The Big House,,0,0,,0,,0,0,OWA0015,
The Big House,,0,0,,0,,0,0,OWA0013,
A Free Soul,,0,0,,0,,0,0,OWA0001,
Min and Bill,,0,0,,0,,0,0,OWA0002,
Cimarron,,0,0,,0,,0,0,OWA0003,
Cimarron,,0,0,,0,,0,0,OWA0014,
Cimarron,,0,0,,0,,0,0,OWA0010,
Tabu,,0,0,,0,,0,0,OWA0004,
Skippy,,0,0,,0,,0,0,OWA0012,
The Dawn Patrol,,0,0,,0,,0,0,OWA0011,
The Champ,,0,0,,0,,0,0,OWA0001,GG017
The Champ,,0,0,,0,,0,0,OWA0011,GG017
Dr. Jekyll and Mr. Hyde,,0,0,,0,,0,0,OWA0001,
The Sin of Madelon Claudet,,0,0,,0,,0,0,OWA0002,
Transatlantic,,0,0,,0,,0,0,OWA0003,
Shanghai Express,,0,0,,0,,0,0,OWA0004,
Bad Girl,,0,0,,0,,0,0,OWA0012,
Bad Girl,,0,0,,0,,0,0,OWA0010,
Grand Hotel,,0,0,,0,,0,0,OWA0014,
Flowers and Trees,,0,0,,0,,0,0,OWA0016,
The Music Box,,0,0,,0,,0,0,OWA0017,
Wrestling Swordfish,,0,0,,0,,0,0,OWA0018,
The Private Life of Henry VIII,,0,0,,0,,0,0,OWA0001,
Morning Glory,,0,0,,0,,0,0,OWA0002,
Cavalcade,,0,0,,0,,0,0,OWA0003,
Cavalcade,,0,0,,0,,0,0,OWA0012,
Cavalcade,,0,0,,0,,0,0,OWA0014,
A Farewell to Arms,,0,0,,0,,0,0,OWA0004,
A Farewell to Arms,,0,0,,0,,0,0,OWA0015,
The Three Little Pigs,,0,0,,0,,0,0,OWA0016,
So This Is Harris,,0,0,,0,,0,0,OWA0017,
Krakatoa,,0,0,,0,,0,0,OWA0018,
One Way Passage,,0,0,,0,,0,0,OWA0011,
It Happened One Night,,0,0,,0,,0,0,OWA0001,
It Happened One Night,,0,0,,0,,0,0,OWA0002,
It Happened One Night,,0,0,,0,,0,0,OWA0012,
It Happened One Night,,0,0,,0,,0,0,OWA0014,
It Happened One Night,,0,0,,0,,0,0,OWA0010,
The Merry Widow,,0,0,,0,,0,0,OWA0003,
Viva Villa!,,0,0,,0,,0,0,OWA0019,
Cleopatra,,0,0,,0,,0,0,OWA0004,
Cleopatra,,0,0,,0,,0,0,OWA0035,
Cleopatra,,0,0,,0,,0,0,OWA0032,
Cleopatra,,0,0,,0,,0,0,OWA0048,
Cleopatra,,0,0,,0,,0,0,OWA0033,
Eskimo,,0,0,,0,,0,0,OWA0020,
One Night of Love,,0,0,,0,,0,0,OWA0021,
One Night of Love,,0,0,,0,,0,0,OWA0015,
The Gay Divorcee,,0,0,,0,,0,0,OWA0022,
The Tortoise and the Hare,,0,0,,0,,0,0,OWA0016,
La Cucaracha,,0,0,,0,,0,0,OWA0017,
City of Wax,,0,0,,0,,0,0,OWA0018,
Manhattan Melodrama,,0,0,,0,,0,0,OWA0011,
The Informer,,0,0,,0,,0,0,OWA0001,
The Informer,,0,0,,0,,0,0,OWA0012,
The Informer,,0,0,,0,,0,0,OWA0021,
The Informer,,0,0,,0,,0,0,OWA0024,
Dangerous,,0,0,,0,,0,0,OWA0002,
The Dark Angel,,0,0,,0,,0,0,OWA0003,
The Lives of a Bengal Lancer,,0,0,,0,,0,0,OWA0019,
A Midsummer Night's Dream,,0,0,,0,,0,0,OWA0004,
A Midsummer Night's Dream,,0,0,,0,,0,0,OWA0020,
Broadway Melody of 1936;,,0,0,,0,,0,0,OWA0023,
Gold Diggers of 1935,,0,0,,0,,0,0,OWA0022,
Mutiny on the Bounty,,0,0,,0,,0,0,OWA0014,
Three Orphan Kittens,,0,0,,0,,0,0,OWA0016,
How to Sleep,,0,0,,0,,0,0,OWA0017,
Wings over Mt. Everest,,0,0,,0,,0,0,OWA0018,
Naughty Marietta,,0,0,,0,,0,0,OWA0015,
The Scoundrel,,0,0,,0,,0,0,OWA0011,
The Story of Louis Pasteur,,0,0,,0,,0,0,OWA0001,
The Story of Louis Pasteur,,0,0,,0,,0,0,OWA0011,
The Story of Louis Pasteur,,0,0,,0,,0,0,OWA0024,
Come and Get It,,0,0,,0,,0,0,OWA0025,
The Great Ziegfeld,,0,0,,0,,0,0,OWA0002,
The Great Ziegfeld,,0,0,,0,,0,0,OWA0023,
The Great Ziegfeld,,0,0,,0,,0,0,OWA0014,
Anthony Adverse,,0,0,,0,,0,0,OWA0026,
Anthony Adverse,,0,0,,0,,0,0,OWA0004,
Anthony Adverse,,0,0,,0,,0,0,OWA0020,
Anthony Adverse,,0,0,,0,,0,0,OWA0021,
Dodsworth,,0,0,,0,,0,0,OWA0003,
The Charge of the Light Brigade,,0,0,,0,,0,0,OWA0019,
Mr. Deeds Goes to Town,,0,0,,0,,0,0,OWA0012,
Swing Time,,0,0,,0,,0,0,OWA0022,
The Country Cousin,,0,0,,0,,0,0,OWA0016,
Give Me Liberty,,0,0,,0,,0,0,OWA0027,
Bored of Education,,0,0,,0,,0,0,OWA0028,
The Public Pays,,0,0,,0,,0,0,OWA0029,
San Francisco,,0,0,,0,,0,0,OWA0015,
Captains Courageous,,0,0,,0,,0,0,OWA0001,
The Life of Emile Zola,,0,0,,0,,0,0,OWA0025,
The Life of Emile Zola,,0,0,,0,,0,0,OWA0014,
The Life of Emile Zola,,0,0,,0,,0,0,OWA0024,
The Good Earth,,0,0,,0,,0,0,OWA0002,
The Good Earth,,0,0,,0,,0,0,OWA0004,
In Old Chicago,,0,0,,0,,0,0,OWA0026,
In Old Chicago,,0,0,,0,,0,0,OWA0019,
Lost Horizon,,0,0,,0,,0,0,OWA0003,
Lost Horizon,,0,0,,0,,0,0,OWA0020,
A Damsel in Distress,,0,0,,0,,0,0,OWA0023,
The Awful Truth,,0,0,,0,,0,0,OWA0012,
One Hundred Men and a Girl,,0,0,,0,,0,0,OWA0021,
Waikiki Wedding,,0,0,,0,,0,0,OWA0022,
The Old Mill,,0,0,,0,,0,0,OWA0016,
Penny Wisdom,,0,0,,0,,0,0,OWA0027,
The Private Life of the Gannets,,0,0,,0,,0,0,OWA0028,
Torture Money,,0,0,,0,,0,0,OWA0029,
The Hurricane,,0,0,,0,,0,0,OWA0015,GG003
Boys Town,,0,0,,0,,0,0,OWA0001,
Boys Town,,0,0,,0,,0,0,OWA0011,
Kentucky,,0,0,,0,,0,0,OWA0025,
Jezebel,,0,0,,0,,0,0,OWA0002,
Jezebel,,0,0,,0,,0,0,OWA0026,
The Adventures of Robin Hood,,0,0,,0,,0,0,OWA0003,
The Adventures of Robin Hood,,0,0,,0,,0,0,OWA0020,
The Adventures of Robin Hood,,0,0,,0,,0,0,OWA0030,
The Great Waltz,,0,0,,0,,0,0,OWA0004,
You Can't Take It with You,,0,0,,0,,0,0,OWA0012,
You Can't Take It with You,,0,0,,0,,0,0,OWA0014,
Alexander's Ragtime Band,,0,0,,0,,0,0,OWA0021,
The Big Broadcast of 1938,,0,0,,0,,0,0,OWA0022,
Ferdinand the Bull,,0,0,,0,,0,0,OWA0016,
That Mothers Might Live,,0,0,,0,,0,0,OWA0028,
Declaration of Independence,,0,0,,0,,0,0,OWA0029,
The Cowboy and the Lady,,0,0,,0,,0,0,OWA0015,
Pygmalion,,0,0,,0,,0,0,OWA0024,
"Goodbye, Mr. Chips",,0,0,,0,,0,0,OWA0001,GG006
Stagecoach,,0,0,,0,,0,0,OWA0025,
Stagecoach,,0,0,,0,,0,0,OWA0021,
Gone with the Wind,,0,0,,0,,0,0,OWA0002,
Gone with the Wind,,0,0,,0,,0,0,OWA0026,
Gone with the Wind,,0,0,,0,,0,0,OWA0003,
Gone with the Wind,,0,0,,0,,0,0,OWA0032,
Gone with the Wind,,0,0,,0,,0,0,OWA0012,
Gone with the Wind,,0,0,,0,,0,0,OWA0020,
Gone with the Wind,,0,0,,0,,0,0,OWA0014,
Gone with the Wind,,0,0,,0,,0,0,OWA0024,
Wuthering Heights,,0,0,,0,,0,0,OWA0031,
The Wizard of Oz,,0,0,,0,,0,0,OWA0030,
The Wizard of Oz,,0,0,,0,,0,0,OWA0022,
The Ugly Duckling,,0,0,,0,,0,0,OWA0016,
Busy Little Bears,,0,0,,0,,0,0,OWA0028,
Sons of Liberty,,0,0,,0,,0,0,OWA0029,
When Tomorrow Comes,,0,0,,0,,0,0,OWA0015,
The Rains Came,,0,0,,0,,0,0,OWA0033,
Mr. Smith Goes to Washington,,0,0,,0,,0,0,OWA0011,
The Philadelphia Story,,0,0,,0,,0,0,OWA0001,
The Philadelphia Story,,0,0,,0,,0,0,OWA0024,
The Westerner,,0,0,,0,,0,0,OWA0025,
Kitty Foyle,,0,0,,0,,0,0,OWA0002,
The Grapes of Wrath,,0,0,,0,,0,0,OWA0026,
The Grapes of Wrath,,0,0,,0,,0,0,OWA0012,
Pride and Prejudice,,0,0,,0,,0,0,OWA0034,
The Thief of Bagdad,,0,0,,0,,0,0,OWA0035,
The Thief of Bagdad,,0,0,,0,,0,0,OWA0032,
The Thief of Bagdad,,0,0,,0,,0,0,OWA0033,
Rebecca,,0,0,,0,,0,0,OWA0031,
Rebecca,,0,0,,0,,0,0,OWA0014,
North West Mounted Police,,0,0,,0,,0,0,OWA0020,
Tin Pan Alley,,0,0,,0,,0,0,OWA0021,
The Milky Way,,0,0,,0,,0,0,OWA0016,
Quicker 'N a Wink,,0,0,,0,,0,0,OWA0028,
"Teddy, the Rough Rider",,0,0,,0,,0,0,OWA0029,
Strike Up the Band,,0,0,,0,,0,0,OWA0015,
The Great McGinty,,0,0,,0,,0,0,OWA0036,
"Arise, My Love",,0,0,,0,,0,0,OWA0011,
Sergeant York,,0,0,,0,,0,0,OWA0001,
Sergeant York,,0,0,,0,,0,0,OWA0020,
How Green Was My Valley,,0,0,,0,,0,0,OWA0025,
How Green Was My Valley,,0,0,,0,,0,0,OWA0034,
How Green Was My Valley,,0,0,,0,,0,0,OWA0031,
How Green Was My Valley,,0,0,,0,,0,0,OWA0012,
How Green Was My Valley,,0,0,,0,,0,0,OWA0040,
Suspicion,,0,0,,0,,0,0,OWA0002,
The Great Lie,,0,0,,0,,0,0,OWA0026,
Blossoms in the Dust,,0,0,,0,,0,0,OWA0035,
Blood and Sand,,0,0,,0,,0,0,OWA0032,
Churchill's Island,,0,0,,0,,0,0,OWA0037,
All That Money Can Buy,,0,0,,0,,0,0,OWA0038,
Dumbo,,0,0,,0,,0,0,OWA0039,
Lady Be Good,,0,0,,0,,0,0,OWA0022,
Lend a Paw,,0,0,,0,,0,0,OWA0016,
Of Pups and Puzzles,,0,0,,0,,0,0,OWA0028,
Main Street on the March!,,0,0,,0,,0,0,OWA0029,
That Hamilton Woman,,0,0,,0,,0,0,OWA0015,
I Wanted Wings,,0,0,,0,,0,0,OWA0033,
Here Comes Mr. Jordan,,0,0,,0,,0,0,OWA0011,
Here Comes Mr. Jordan,,0,0,,0,,0,0,OWA0024,
Yankee Doodle Dandy,,0,0,,0,,0,0,OWA0001,
Yankee Doodle Dandy,,0,0,,0,,0,0,OWA0039,
Yankee Doodle Dandy,,0,0,,0,,0,0,OWA0015,
Johnny Eager,,0,0,,0,,0,0,OWA0025,
Mrs. Miniver,,0,0,,0,,0,0,OWA0002,
Mrs. Miniver,,0,0,,0,,0,0,OWA0026,
Mrs. Miniver,,0,0,,0,,0,0,OWA0031,
Mrs. Miniver,,0,0,,0,,0,0,OWA0012,
Mrs. Miniver,,0,0,,0,,0,0,OWA0040,
Mrs. Miniver,,0,0,,0,,0,0,OWA0024,
This above All,,0,0,,0,,0,0,OWA0034,
My Gal Sal,,0,0,,0,,0,0,OWA0035,
The Black Swan,,0,0,,0,,0,0,OWA0032,
The Battle of Midway,,0,0,,0,,0,0,OWA0041,
Kokoda Front Line!,,0,0,,0,,0,0,OWA0041,
Moscow Strikes Back,,0,0,,0,,0,0,OWA0041,
Prelude to War,,0,0,,0,,0,0,OWA0041,
The Pride of the Yankees,,0,0,,0,,0,0,OWA0020,
"Now, Voyager",,0,0,,0,,0,0,OWA0042,
Holiday Inn,,0,0,,0,,0,0,OWA0022,
Der Fuehrer's Face,,0,0,,0,,0,0,OWA0016,
Speaking of Animals and Their Families,,0,0,,0,,0,0,OWA0028,
Beyond the Line of Duty,,0,0,,0,,0,0,OWA0029,
Reap the Wild Wind,,0,0,,0,,0,0,OWA0033,
The Invaders,,0,0,,0,,0,0,OWA0043,
Woman of the Year,,0,0,,0,,0,0,OWA0036,
Watch on the Rhine,,0,0,,0,,0,0,OWA0001,
The More the Merrier,,0,0,,0,,0,0,OWA0025,
The Song of Bernadette,,0,0,,0,,0,0,OWA0002,
The Song of Bernadette,,0,0,,0,,0,0,OWA0034,
The Song of Bernadette,,0,0,,0,,0,0,OWA0031,
The Song of Bernadette,,0,0,,0,,0,0,OWA0042,
For Whom the Bell Tolls,,0,0,,0,,0,0,OWA0026,
Phantom of the Opera,,0,0,,0,,0,0,OWA0035,
Phantom of the Opera,,0,0,,0,,0,0,OWA0032,
Desert Victory,,0,0,,0,,0,0,OWA0044,
December 7th,,0,0,,0,,0,0,OWA0037,
Air Force,,0,0,,0,,0,0,OWA0020,
This Is the Army,,0,0,,0,,0,0,OWA0039,
"Hello, Frisco, Hello",,0,0,,0,,0,0,OWA0022,
Yankee Doodle Mouse,,0,0,,0,,0,0,OWA0016,
Amphibious Fighters,,0,0,,0,,0,0,OWA0028,
Heavenly Music,,0,0,,0,,0,0,OWA0029,
This Land Is Mine,,0,0,,0,,0,0,OWA0015,
Crash Dive,,0,0,,0,,0,0,OWA0033,
The Human Comedy,,0,0,,0,,0,0,OWA0043,
Princess O'Rourke,,0,0,,0,,0,0,OWA0036,
Going My Way,,0,0,,0,,0,0,OWA0001,
Going My Way,,0,0,,0,,0,0,OWA0025,
Going My Way,,0,0,,0,,0,0,OWA0012,
Going My Way,,0,0,,0,,0,0,OWA0022,
Going My Way,,0,0,,0,,0,0,OWA0045,
Going My Way,,0,0,,0,,0,0,OWA0043,
Going My Way,,0,0,,0,,0,0,OWA0024,
Gaslight,,0,0,,0,,0,0,OWA0002,
Gaslight,,0,0,,0,,0,0,OWA0034,
None but the Lonely Heart,,0,0,,0,,0,0,OWA0026,
Wilson,,0,0,,0,,0,0,OWA0035,
Wilson,,0,0,,0,,0,0,OWA0032,
Wilson,,0,0,,0,,0,0,OWA0020,
Wilson,,0,0,,0,,0,0,OWA0015,
Wilson,,0,0,,0,,0,0,OWA0036,
Laura,,0,0,,0,,0,0,OWA0031,
The Fighting Lady,,0,0,,0,,0,0,OWA0044,
With the Marines at Tarawa,,0,0,,0,,0,0,OWA0037,
Since You Went Away,,0,0,,0,,0,0,OWA0042,
Cover Girl,,0,0,,0,,0,0,OWA0039,
Mouse Trouble,,0,0,,0,,0,0,OWA0016,
Who's Who in Animal Land,,0,0,,0,,0,0,OWA0028,
I Won't Play,,0,0,,0,,0,0,OWA0029,
Thirty Seconds over Tokyo,,0,0,,0,,0,0,OWA0033,
The Lost Weekend,,0,0,,0,,0,0,OWA0001,GG037
The Lost Weekend,,0,0,,0,,0,0,OWA0001,GG038
The Lost Weekend,,0,0,,0,,0,0,OWA0012,GG037
The Lost Weekend,,0,0,,0,,0,0,OWA0012,GG038
The Lost Weekend,,0,0,,0,,0,0,OWA0045,GG037
The Lost Weekend,,0,0,,0,,0,0,OWA0045,GG038
The Lost Weekend,,0,0,,0,,0,0,OWA0024,GG037
The Lost Weekend,,0,0,,0,,0,0,OWA0024,GG038
A Tree Grows in Brooklyn,,0,0,,0,,0,0,OWA0025,
Mildred Pierce,,0,0,,0,,0,0,OWA0002,
National Velvet,,0,0,,0,,0,0,OWA0026,
National Velvet,,0,0,,0,,0,0,OWA0020,
Blood on the Sun,,0,0,,0,,0,0,OWA0034,
Frenchman's Creek,,0,0,,0,,0,0,OWA0035,
The Picture of Dorian Gray,,0,0,,0,,0,0,OWA0031,
Leave Her to Heaven,,0,0,,0,,0,0,OWA0032,
The True Glory,,0,0,,0,,0,0,OWA0044,
Hitler Lives?,,0,0,,0,,0,0,OWA0037,
Spellbound,,0,0,,0,,0,0,OWA0042,
Anchors Aweigh,,0,0,,0,,0,0,OWA0039,
State Fair,,0,0,,0,,0,0,OWA0022,
Quiet Please!,,0,0,,0,,0,0,OWA0016,
Stairway to Light,,0,0,,0,,0,0,OWA0028,
Star in the Night,,0,0,,0,,0,0,OWA0029,
The Bells of St. Mary's,,0,0,,0,,0,0,OWA0015,GG040
Wonder Man,,0,0,,0,,0,0,OWA0033,
The House on 92nd Street,,0,0,,0,,0,0,OWA0043,
Marie-Louise,,0,0,,0,,0,0,OWA0036,
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0001,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0001,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0025,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0025,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0012,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0012,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0020,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0020,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0042,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0042,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0045,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0045,GG038
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0024,GG015
The Best Years of Our Lives,,0,0,,0,,0,0,OWA0024,GG038
To Each His Own,,0,0,,0,,0,0,OWA0002,
The Razor's Edge,,0,0,,0,,0,0,OWA0026,GG009
The Razor's Edge,,0,0,,0,,0,0,OWA0026,GG010
Anna and the King of Siam,,0,0,,0,,0,0,OWA0034,
Anna and the King of Siam,,0,0,,0,,0,0,OWA0031,
The Yearling,,0,0,,0,,0,0,OWA0035,GG037
The Yearling,,0,0,,0,,0,0,OWA0032,GG037
Seeds of Destiny,,0,0,,0,,0,0,OWA0037,
The Jolson Story,,0,0,,0,,0,0,OWA0039,
The Jolson Story,,0,0,,0,,0,0,OWA0015,
The Harvey Girls,,0,0,,0,,0,0,OWA0022,
The Cat Concerto,,0,0,,0,,0,0,OWA0016,
Facing Your Danger,,0,0,,0,,0,0,OWA0028,
A Boy and His Dog,,0,0,,0,,0,0,OWA0029,
Blithe Spirit,,0,0,,0,,0,0,OWA0033,
Vacation from Marriage,,0,0,,0,,0,0,OWA0043,
The Seventh Veil,,0,0,,0,,0,0,OWA0036,
A Double Life,,0,0,,0,,0,0,OWA0001,GG037
A Double Life,,0,0,,0,,0,0,OWA0042,GG037
Miracle on 34th Street,,0,0,,0,,0,0,OWA0025,GG012
Miracle on 34th Street,,0,0,,0,,0,0,OWA0025,GG010
Miracle on 34th Street,,0,0,,0,,0,0,OWA0046,GG012
Miracle on 34th Street,,0,0,,0,,0,0,OWA0046,GG010
Miracle on 34th Street,,0,0,,0,,0,0,OWA0024,GG012
Miracle on 34th Street,,0,0,,0,,0,0,OWA0024,GG010
The Farmer's Daughter,,0,0,,0,,0,0,OWA0002,
Gentleman's Agreement,,0,0,,0,,0,0,OWA0026,GG032
Gentleman's Agreement,,0,0,,0,,0,0,OWA0026,GG009
Gentleman's Agreement,,0,0,,0,,0,0,OWA0026,GG038
Gentleman's Agreement,,0,0,,0,,0,0,OWA0012,GG032
Gentleman's Agreement,,0,0,,0,,0,0,OWA0012,GG009
Gentleman's Agreement,,0,0,,0,,0,0,OWA0012,GG038
Gentleman's Agreement,,0,0,,0,,0,0,OWA0045,GG032
Gentleman's Agreement,,0,0,,0,,0,0,OWA0045,GG009
Gentleman's Agreement,,0,0,,0,,0,0,OWA0045,GG038
Great Expectations,,0,0,,0,,0,0,OWA0034,
Great Expectations,,0,0,,0,,0,0,OWA0031,
Black Narcissus,,0,0,,0,,0,0,OWA0035,GG039
Black Narcissus,,0,0,,0,,0,0,OWA0032,GG039
Design for Death,,0,0,,0,,0,0,OWA0044,
First Steps,,0,0,,0,,0,0,OWA0037,
Body and Soul,,0,0,,0,,0,0,OWA0020,
Mother Wore Tights,,0,0,,0,,0,0,OWA0039,
Song of the South,,0,0,,0,,0,0,OWA0022,
Tweetie Pie,,0,0,,0,,0,0,OWA0016,
Good-bye Miss Turlock,,0,0,,0,,0,0,OWA0028,
Climbing the Matterhorn,,0,0,,0,,0,0,OWA0029,
Green Dolphin Street,,0,0,,0,,0,0,OWA0033,
The Bachelor and the Bobby-Soxer,,0,0,,0,,0,0,OWA0036,
Hamlet,,0,0,,0,,0,0,OWA0001,
Hamlet,,0,0,,0,,0,0,OWA0034,
Hamlet,,0,0,,0,,0,0,OWA0047,
Hamlet,,0,0,,0,,0,0,OWA0045,
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0025,GG038
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0025,GG011
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0025,GG010
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0012,GG038
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0012,GG011
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0012,GG010
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0024,GG038
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0024,GG011
The Treasure of the Sierra Madre,,0,0,,0,,0,0,OWA0024,GG010
Johnny Belinda,,0,0,,0,,0,0,OWA0002,GG038
Johnny Belinda,,0,0,,0,,0,0,OWA0002,GG040
Key Largo,,0,0,,0,,0,0,OWA0026,
The Red Shoes,,0,0,,0,,0,0,OWA0035,GG013
The Red Shoes,,0,0,,0,,0,0,OWA0042,GG013
The Naked City,,0,0,,0,,0,0,OWA0031,
The Naked City,,0,0,,0,,0,0,OWA0020,
Joan of Arc,,0,0,,0,,0,0,OWA0032,
Joan of Arc,,0,0,,0,,0,0,OWA0048,
The Secret Land,,0,0,,0,,0,0,OWA0044,
Toward Independence,,0,0,,0,,0,0,OWA0037,
Easter Parade,,0,0,,0,,0,0,OWA0039,
The Paleface,,0,0,,0,,0,0,OWA0022,
The Little Orphan,,0,0,,0,,0,0,OWA0016,
Symphony of a City,,0,0,,0,,0,0,OWA0028,
Seal Island,,0,0,,0,,0,0,OWA0029,
The Snake Pit,,0,0,,0,,0,0,OWA0015,
Portrait of Jennie,,0,0,,0,,0,0,OWA0033,
The Search,,0,0,,0,,0,0,OWA0046,GG012
The Search,,0,0,,0,,0,0,OWA0046,GG032
The Search,,0,0,,0,,0,0,OWA0046,GG025
All the King's Men,,0,0,,0,,0,0,OWA0001,
All the King's Men,,0,0,,0,,0,0,OWA0026,
All the King's Men,,0,0,,0,,0,0,OWA0045,
Twelve O'Clock High,,0,0,,0,,0,0,OWA0025,
Twelve O'Clock High,,0,0,,0,,0,0,OWA0015,
The Heiress,,0,0,,0,,0,0,OWA0002,GG040
The Heiress,,0,0,,0,,0,0,OWA0034,GG040
The Heiress,,0,0,,0,,0,0,OWA0047,GG040
The Heiress,,0,0,,0,,0,0,OWA0042,GG040
Battleground,,0,0,,0,,0,0,OWA0031,GG012
Battleground,,0,0,,0,,0,0,OWA0031,GG010
Battleground,,0,0,,0,,0,0,OWA0049,GG012
Battleground,,0,0,,0,,0,0,OWA0049,GG010
She Wore a Yellow Ribbon,,0,0,,0,,0,0,OWA0032,
The Adventures of Don Juan,,0,0,,0,,0,0,OWA0048,
A Letter to Three Wives,,0,0,,0,,0,0,OWA0012,
A Letter to Three Wives,,0,0,,0,,0,0,OWA0024,
Daybreak in Udi,,0,0,,0,,0,0,OWA0044,
A Chance to Live,,0,0,,0,,0,0,OWA0037,
So Much for So Little,,0,0,,0,,0,0,OWA0037,
Champion,,0,0,,0,,0,0,OWA0020,GG039
On the Town,,0,0,,0,,0,0,OWA0039,
Neptune's Daughter,,0,0,,0,,0,0,OWA0022,
For Scent-Imental Reasons,,0,0,,0,,0,0,OWA0016,
Aquatic House-Party,,0,0,,0,,0,0,OWA0028,
Van Gogh,,0,0,,0,,0,0,OWA0029,
Mighty Joe Young,,0,0,,0,,0,0,OWA0033,
The Stratton Story,,0,0,,0,,0,0,OWA0046,
Cyrano de Bergerac,,0,0,,0,,0,0,OWA0001,
Cyrano de Bergerac,,0,0,,0,,0,0,OWA0053,
All about Eve,,0,0,,0,,0,0,OWA0025,
All about Eve,,0,0,,0,,0,0,OWA0047,
All about Eve,,0,0,,0,,0,0,OWA0012,
All about Eve,,0,0,,0,,0,0,OWA0045,
All about Eve,,0,0,,0,,0,0,OWA0015,
All about Eve,,0,0,,0,,0,0,OWA0024,
Born Yesterday,,0,0,,0,,0,0,OWA0002,
Harvey,,0,0,,0,,0,0,OWA0026,GG009
Sunset Blvd.,,0,0,,0,,0,0,OWA0034,
Sunset Blvd.,,0,0,,0,,0,0,OWA0042,
Sunset Blvd.,,0,0,,0,,0,0,OWA0049,
Samson and Delilah,,0,0,,0,,0,0,OWA0035,
Samson and Delilah,,0,0,,0,,0,0,OWA0048,
The Third Man,,0,0,,0,,0,0,OWA0031,
King Solomon's Mines,,0,0,,0,,0,0,OWA0032,GG028
King Solomon's Mines,,0,0,,0,,0,0,OWA0020,GG028
The Titan: Story of Michelangelo,,0,0,,0,,0,0,OWA0044,
Why Korea?,,0,0,,0,,0,0,OWA0037,
Annie Get Your Gun,,0,0,,0,,0,0,OWA0039,
