Movie Name,Year,Status,Golden Globe Award,GG Award ID
Glenn Ford,1962,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
George Chakiris,1962,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Burt Lancaster,1961,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Stanley Kramer,1961,Winner,Special Achievement Award,GG018
Fred Zinnemann,1961,Winner,Special Achievement Award,GG018
"Apartment, The",1961,Winner,Picture - Comedy,GG031
Spartacus,1961,Winner,Best Motion Picture - Drama,GG010
Song Without End,1961,Winner,Picture - Musical,GG028
Never On Sunday,1961,Winner,Samuel Goldwyn International Award,GG026
The Trials of Oscar Wilde (The Man With The Green Carnation),1961,Winner,Foreign Film - English Language,GG023
La vérité (The Truth),1961,Winner,Foreign Film - Foreign Language,GG024
The Virgin Spring,1961,Winner,Foreign Film - Foreign Language,GG024
Ina Balin,1961,Winner,New Star Of The Year - Actress,GG019
Nancy Kwan,1961,Winner,New Star Of The Year - Actress,GG019
Hayley Mills,1961,Winner,New Star Of The Year - Actress,GG019
Michael Callan,1961,Winner,New Star Of The Year - Actor,GG020
Mark Damon,1961,Winner,New Star Of The Year - Actor,GG020
Brett Halsey,1961,Winner,New Star Of The Year - Actor,GG020
Jack Cardiff,1961,Winner,Best Director - Motion Picture,GG003
Tony Curtis,1961,Winner,World Film Favorites,GG021
Gina Lollobrigida,1961,Winner,World Film Favorites,GG021
Hand In Hand,1961,Winner,Promoting International Understanding,GG027
Janet Leigh,1961,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Greer Garson,1961,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Rocco and His Brothers,1961,Winner,Best Motion Picture – Non-English Language,GG004
Anthony Franciosa,1960,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Some Like It Hot,1960,Winner,Picture - Comedy,GG031
Ben-Hur,1960,Winner,Best Motion Picture - Drama,GG010
Porgy and Bess,1960,Winner,Picture - Musical,GG028
Room At The Top,1960,Winner,Samuel Goldwyn International Award,GG026
Wir Wunderkinder (Aren't We Wonderful!),1960,Winner,Foreign Film - Foreign Language,GG024
Black Orpheus,1960,Winner,Foreign Film - Foreign Language,GG024
The Bridge,1960,Winner,Foreign Film - Foreign Language,GG024
Odd Obsession,1960,Winner,Foreign Film - Foreign Language,GG024
Wild Strawberries,1960,Winner,Foreign Film - Foreign Language,GG024
Angie Dickinson,1960,Winner,New Star Of The Year - Actress,GG019
Janet Munro,1960,Winner,New Star Of The Year - Actress,GG019
Stella Stevens,1960,Winner,New Star Of The Year - Actress,GG019
Tuesday Weld,1960,Winner,New Star Of The Year - Actress,GG019
Barry Coe,1960,Winner,New Star Of The Year - Actor,GG020
Troy Donahue,1960,Winner,New Star Of The Year - Actor,GG020
George Hamilton,1960,Winner,New Star Of The Year - Actor,GG020
James Shigeta,1960,Winner,New Star Of The Year - Actor,GG020
Ernest Gold,1960,Winner,Best Original Score - Motion Picture,GG009
William Wyler,1960,Winner,Best Director - Motion Picture,GG003
"Diary of Anne Frank, The",1960,Winner,Promoting International Understanding,GG027
Susan Kohner,1960,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Elizabeth Taylor,1960,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
José Ramon Samaniego,1960,Winner,Famous Silent Filmstars,GG032
David Niven,1959,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Shirley MacLaine,1959,Winner,Special Achievement Award,GG018
Auntie Mame,1959,Winner,Picture - Comedy,GG031
"Defiant Ones, The",1959,Winner,Best Motion Picture - Drama,GG010
Gigi,1959,Winner,Picture - Musical,GG028
"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",1959,Winner,Samuel Goldwyn International Award,GG026
Rosemary,1959,Winner,Foreign Film - Foreign Language,GG024
A Night To Remember,1959,Winner,Foreign Film - English Language,GG023
The Year Long Road,1959,Winner,Foreign Film - Foreign Language,GG024
Linda Cristal,1959,Winner,New Star Of The Year - Actress,GG019
Susan Kohner,1959,Winner,New Star Of The Year - Actress,GG019
Tina Louise,1959,Winner,New Star Of The Year - Actress,GG019
Bradford Dillman,1959,Winner,New Star Of The Year - Actor,GG020
John Gavin,1959,Winner,New Star Of The Year - Actor,GG020
Efrem Zimbalist Jr.,1959,Winner,New Star Of The Year - Actor,GG020
Vincente Minnelli,1959,Winner,Best Director - Motion Picture,GG003
Deborah Kerr,1959,Winner,World Film Favorites,GG021
David Ladd,1959,Winner,Juvenile Performance,GG033
"Inn of the Sixth Happiness, The",1959,Winner,Promoting International Understanding,GG027
Hermione Gingold,1959,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Danny Kaye,1959,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Burl Ives,1959,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Susan Hayward,1959,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
L'eau vive (Girl And The River),1959,Winner,Foreign Film - Foreign Language,GG024
Alec Guinness,1958,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
"Bridge on the River Kwai, The",1958,Winner,Best Motion Picture - Drama,GG010
Les Girls,1958,Winner,Best Motion Picture - Musical or Comedy,GG006
Sandra Dee,1958,Winner,New Star Of The Year - Actress,GG019
Carolyn Jones,1958,Winner,New Star Of The Year - Actress,GG019
Diane Varsi,1958,Winner,New Star Of The Year - Actress,GG019
James Garner,1958,Winner,New Star Of The Year - Actor,GG020
John Saxon,1958,Winner,New Star Of The Year - Actor,GG020
Patrick Wayne,1958,Winner,New Star Of The Year - Actor,GG020
Elsa Lanchester,1958,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Taina Elg,1958,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Kirk Douglas,1957,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
"King and I, The",1957,Winner,Best Motion Picture - Musical or Comedy,GG006
Carroll Baker,1957,Winner,New Star Of The Year - Actress,GG019
Jayne Mansfield,1957,Winner,New Star Of The Year - Actress,GG019
Natalie Wood,1957,Winner,New Star Of The Year - Actress,GG019
John Kerr,1957,Winner,New Star Of The Year - Actor,GG020
Paul Newman,1957,Winner,New Star Of The Year - Actor,GG020
Anthony Perkins,1957,Winner,New Star Of The Year - Actor,GG020
Before Sundown,1957,Winner,Foreign Film - Foreign Language,GG024
A Girl In Black,1957,Winner,Foreign Film - Foreign Language,GG024
Richard III  (1955),1957,Winner,Foreign Film - English Language,GG023
The Rose On His Arm,1957,Winner,Foreign Film - Foreign Language,GG024
War and Peace,1957,Winner,Foreign Film - Foreign Language,GG024
The White Reindeer,1957,Winner,Foreign Film - Foreign Language,GG024
James Dean,1957,Winner,World Film Favorites,GG021
Kim Novak,1957,Winner,World Film Favorites,GG021
Ronald Reagan,1957,Winner,Hollywood Citizenship Award,GG034
Battle Hymn,1957,Winner,Promoting International Understanding,GG027
Taina Elg,1957,Winner,New Foreign Star Of The Year - Actress,GG035
Jacques Bergerac,1957,Winner,New Foreign Star Of The Year - Actor,GG036
Eileen Heckart,1957,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Deborah Kerr,1957,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
– Cantinflas,1957,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Earl Holliman,1957,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Ingrid Bergman,1957,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Ernest Borgnine,1956,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
James Dean,1956,Winner,Special Achievement Award,GG018
Eyes of Children,1956,Winner,Best Motion Picture – Non-English Language,GG004
"Sons, Mothers And A General",1956,Winner,Best Motion Picture – Non-English Language,GG004
Stella,1956,Winner,Best Motion Picture – Non-English Language,GG004
Ordet,1956,Winner,Best Motion Picture – Non-English Language,GG004
Grace Kelly,1956,Winner,World Film Favorites,GG021
Esther Williams,1956,Winner,Hollywood Citizenship Award,GG034
Love Is A Many-Splendored Thing,1956,Winner,Promoting International Understanding,GG027
Marisa Pavan,1956,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Jean Simmons,1956,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Tom Ewell,1956,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Arthur Kennedy,1956,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Anna Magnani,1956,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Dangerous Curves (UK),1956,Winner,Best Motion Picture – Non-English Language,GG004
Wichita,1956,Winner,Best Outdoor Drama,GG037
Ernest Lehman,1955,Winner,Best Screenplay - Motion Picture,GG002
On the Waterfront,1955,Winner,Best Motion Picture - Drama,GG010
Carmen Jones,1955,Winner,Best Motion Picture - Musical or Comedy,GG006
Shirley MacLaine,1955,Winner,New Star Of The Year - Actress,GG019
Kim Novak,1955,Winner,New Star Of The Year - Actress,GG019
Karen Sharpe,1955,Winner,New Star Of The Year - Actress,GG019
Joe Adams,1955,Winner,New Star Of The Year - Actor,GG020
George Nader,1955,Winner,New Star Of The Year - Actor,GG020
Jeff Richards,1955,Winner,New Star Of The Year - Actor,GG020
Genevieve,1955,Winner,Best Motion Picture – Non-English Language,GG004
The Lady Of The Camelias,1955,Winner,Best Motion Picture – Non-English Language,GG004
No Way Back,1955,Winner,Best Motion Picture – Non-English Language,GG004
Twenty-Four Eyes,1955,Winner,Best Motion Picture – Non-English Language,GG004
Audrey Hepburn,1955,Winner,World Film Favorites,GG021
Gregory Peck,1955,Winner,World Film Favorites,GG021
Broken Lance,1955,Winner,Promoting International Understanding,GG027
Jan Sterling,1955,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Pat Crowley,1954,Winner,New Star Of The Year - Actress,GG019
Bella Darvi,1954,Winner,New Star Of The Year - Actress,GG019
Barbara Rush,1954,Winner,New Star Of The Year - Actress,GG019
Richard Egan,1954,Winner,New Star Of The Year - Actor,GG020
Steve Forrest,1954,Winner,New Star Of The Year - Actor,GG020
Hugh O’Brian,1954,Winner,New Star Of The Year - Actor,GG020
Alan Ladd,1954,Winner,World Film Favorites,GG021
Robert Taylor,1954,Winner,World Film Favorites,GG021
Little Boy Lost,1954,Winner,Promoting International Understanding,GG027
Grace Kelly,1954,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Ethel Merman,1954,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
David Niven,1954,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Frank Sinatra,1954,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Audrey Hepburn,1954,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
"Queen Is Crowned, A",1954,Winner,Documentary,GG022
"Robe, The",1954,Winner,Best Motion Picture - Drama,GG010
Gary Cooper,1953,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Michael Wilson,1953,Winner,Best Screenplay - Motion Picture,GG002
Francis Kee Teller,1953,Winner,Special Achievement Award,GG018
The Greatest Show on Earth,1953,Winner,Best Motion Picture - Drama,GG010
With a Song in My Heart,1953,Winner,Best Motion Picture - Musical or Comedy,GG006
John Wayne,1953,Winner,World Film Favorites,GG021
Brandon de Wilde,1953,Winner,Juvenile Performance,GG033
Anything Can Happen,1953,Winner,Promoting International Understanding,GG027
Katy Jurado,1953,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
High Noon,1953,Winner,Cinematography - Black And White,GG029
The Greatest Show on Earth,1953,Winner,Cinematography - Color,GG030
Fredric March,1952,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Robert Buckner,1952,Winner,Best Screenplay - Motion Picture,GG002
Alain Resnais,1952,Winner,Special Achievement Award,GG018
A Place In The Sun,1952,Winner,Best Motion Picture - Drama,GG010
An American In Paris,1952,Winner,Best Motion Picture - Musical or Comedy,GG006
Pier Angeli,1952,Winner,New Star Of The Year - Actress,GG019
Kevin McCarthy,1952,Winner,New Star Of The Year - Actor,GG020
Victor Young,1952,Winner,Best Original Score - Motion Picture,GG009
Laslo Benedek,1952,Winner,Best Director - Motion Picture,GG003
Esther Williams,1952,Winner,World Film Favorites,GG021
The Day The Earth Stood Still,1952,Winner,Promoting International Understanding,GG027
Kim Hunter,1952,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Death of a Salesman (1951),1952,Winner,Cinematography - Black And White,GG029
Quo Vadis,1952,Winner,Cinematography - Color,GG030
June Allyson,1952,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Peter Ustinov,1952,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Jane Wyman,1952,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
José Ferrer,1951,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Joseph L. Mankiewicz,1951,Winner,Best Screenplay - Motion Picture,GG002
Franz Waxman,1951,Winner,Best Original Score - Motion Picture,GG009
Billy Wilder,1951,Winner,Best Director - Motion Picture,GG003
Jane Wyman,1951,Winner,World Film Favorites,GG021
Broken Arrow,1951,Winner,Promoting International Understanding,GG027
Gene Nelson,1951,Winner,New Star Of The Year,GG038
Josephine Hull,1951,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Cyrano de Bergerac (1950),1951,Winner,Cinematography - Black And White,GG029
King Solomon's Mines,1951,Winner,Cinematography - Color,GG030
Judy Holliday,1951,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Fred Astaire,1951,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Edmund Gwenn,1951,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Gloria Swanson,1951,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Sunset Boulevard,1951,Winner,Picture,GG039
Broderick Crawford,1950,Winner,Actor In A Leading Role,GG040
Robert Pirosh,1950,Winner,Best Screenplay - Motion Picture,GG002
All The King's Men,1950,Winner,Picture,GG039
Mercedes McCambridge,1950,Winner,New Star Of The Year - Actress,GG019
Richard Todd,1950,Winner,New Star Of The Year - Actor,GG020
Champion,1950,Winner,Cinematography,GG041
James Whitmore,1950,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Olivia de Havilland,1950,Winner,Actress In A Leading Role,GG042
The Adventures of Ichabod and Mr. Toad,1950,Winner,Outstanding Use Of Color,GG043
Laurence Olivier,1949,Winner,Actor In A Leading Role,GG040
Richard Schweizer,1949,Winner,Best Screenplay - Motion Picture,GG002
Johnny Belinda,1949,Winner,Picture,GG039
"Treasure of the Sierra Madre, The",1949,Winner,Picture,GG039
Brian Easdale,1949,Winner,Best Original Score - Motion Picture,GG009
Ivan Jandl,1949,Winner,Juvenile Performance,GG033
The Search,1949,Winner,Promoting International Understanding,GG027
Ellen Corby,1949,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
The Pearl,1949,Winner,Cinematography,GG041
Walter Huston,1949,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Jane Wyman,1949,Winner,Actress In A Leading Role,GG042
Hamlet (1948),1949,Winner,Foreign Film - English Language,GG023
Ronald Colman,1948,Winner,Actor In A Leading Role,GG040
George Seaton,1948,Winner,Best Screenplay - Motion Picture,GG002
Walt Disney,1948,Winner,Special Achievement Award,GG018
Lois Maxwell,1948,Winner,New Star Of The Year - Actress,GG019
Richard Widmark,1948,Winner,New Star Of The Year - Actor,GG020
Max Steiner,1948,Winner,Best Original Score - Motion Picture,GG009
Dean Stockwell,1948,Winner,Juvenile Performance,GG033
Celeste Holm,1948,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Black Narcissus,1948,Winner,Cinematography,GG041
Rosalind Russell,1948,Winner,Actress In A Leading Role,GG042
Gentleman's Agreement,1948,Winner,Picture,GG039
Gregory Peck,1947,Winner,Actor In A Leading Role,GG040
Harold Russell,1947,Winner,Special Achievement Award,GG018
The Best Years of Our Lives,1947,Winner,Picture,GG039
Frank Capra,1947,Winner,Best Director - Motion Picture,GG003
The Last Chance,1947,Winner,Promoting International Understanding,GG027
Anne Baxter,1947,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Clifton Webb,1947,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Ray Milland,1946,Winner,Actor In A Leading Role,GG040
The Lost Weekend,1946,Winner,Picture,GG039
J. Carroll Naish,1946,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Ingrid Bergman,1946,Winner,Actress In A Leading Role,GG042
The House I Live In,1946,Winner,Promoting International Understanding,GG027
