Year Film,Year Ceremony,Award,Name of Winner,Movie Name,Oscar Award ID
1945,1946,ACTRESS IN A SUPPORTING ROLE,Anne Revere,National Velvet,OWA0026
1945,1946,ART DIRECTION (Black-and-White),Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields,Blood on the Sun,OWA0034
1945,1946,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer",Frenchman's Creek,OWA0035
1945,1946,CINEMATOGRAPHY (Black-and-White),Harry Stradling,The Picture of Dorian Gray,OWA0031
1945,1946,CINEMATOGRAPHY (Color),Leon Shamroy,Leave Her to Heaven,OWA0032
1945,1946,DIRECTING,Billy Wilder,The Lost Weekend,OWA0012
1945,1946,DOCUMENTARY (Feature),The Governments of Great Britain and the United States of America,The True Glory,OWA0044
1945,1946,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",Hitler Lives?,OWA0037
1945,1946,FILM EDITING,Robert J. Kern,National Velvet,OWA0020
1945,1946,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Spellbound,OWA0042
1945,1946,MUSIC (Scoring of a Musical Picture),Georgie Stoll,Anchors Aweigh,OWA0039
1945,1946,MUSIC (Song),Music by Richard Rodgers; Lyrics by Oscar Hammerstein II,State Fair,OWA0022
1945,1946,BEST MOTION PICTURE,Paramount,The Lost Weekend,OWA0045
1945,1946,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",Quiet Please!,OWA0016
1945,1946,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer;  Jerry Bresler, Executive Producer",Stairway to Light,OWA0028
1945,1946,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Star in the Night,OWA0029
1945,1946,SOUND RECORDING,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",The Bells of St. Mary's,OWA0015
1945,1946,SPECIAL EFFECTS,Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns,Wonder Man,OWA0033
1945,1946,WRITING (Original Motion Picture Story),Charles G. Booth,The House on 92nd Street,OWA0043
1945,1946,WRITING (Original Screenplay),Richard Schweizer,Marie-Louise,OWA0036
1945,1946,WRITING (Screenplay),"Charles Brackett, Billy Wilder",The Lost Weekend,OWA0024
1946,1947,ACTOR,Fredric March,The Best Years of Our Lives,OWA0001
1946,1947,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,OWA0025
1946,1947,ACTRESS,Olivia de Havilland,To Each His Own,OWA0002
1946,1947,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,The Razor's Edge,OWA0026
1946,1947,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",Anna and the King of Siam,OWA0034
1946,1947,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis",The Yearling,OWA0035
1946,1947,CINEMATOGRAPHY (Black-and-White),Arthur Miller,Anna and the King of Siam,OWA0031
1946,1947,CINEMATOGRAPHY (Color),"Charles Rosher, Leonard Smith, Arthur Arling",The Yearling,OWA0032
1946,1947,DIRECTING,William Wyler,The Best Years of Our Lives,OWA0012
1946,1947,DOCUMENTARY (Short Subject),United States Department of War,Seeds of Destiny,OWA0037
1946,1947,FILM EDITING,Daniel Mandell,The Best Years of Our Lives,OWA0020
1946,1947,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,The Best Years of Our Lives,OWA0042
1946,1947,MUSIC (Scoring of a Musical Picture),Morris Stoloff,The Jolson Story,OWA0039
1946,1947,MUSIC (Song),Music by Harry Warren; Lyrics by Johnny Mercer,The Harvey Girls,OWA0022
1946,1947,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Best Years of Our Lives,OWA0045
1946,1947,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",The Cat Concerto,OWA0016
1946,1947,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Facing Your Danger,OWA0028
1946,1947,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",A Boy and His Dog,OWA0029
1946,1947,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",The Jolson Story,OWA0015
1946,1947,SPECIAL EFFECTS,Special Visual Effects by Thomas Howard,Blithe Spirit,OWA0033
1946,1947,WRITING (Original Motion Picture Story),Clemence Dane,Vacation from Marriage,OWA0043
1946,1947,WRITING (Original Screenplay),"Muriel Box, Sydney Box",The Seventh Veil,OWA0036
1946,1947,WRITING (Screenplay),Robert E. Sherwood,The Best Years of Our Lives,OWA0024
1947,1948,ACTOR,Ronald Colman,A Double Life,OWA0001
1947,1948,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,OWA0025
1947,1948,ACTRESS,Loretta Young,The Farmer's Daughter,OWA0002
1947,1948,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Gentleman's Agreement,OWA0026
1947,1948,ART DIRECTION (Black-and-White),Art Direction:  John Bryan;  Set Decoration:  Wilfred Shingleton,Great Expectations,OWA0034
1947,1948,ART DIRECTION (Color),Art Direction:  Alfred Junge;  Set Decoration:  Alfred Junge,Black Narcissus,OWA0035
1947,1948,CINEMATOGRAPHY (Black-and-White),Guy Green,Great Expectations,OWA0031
1947,1948,CINEMATOGRAPHY (Color),Jack Cardiff,Black Narcissus,OWA0032
1947,1948,DIRECTING,Elia Kazan,Gentleman's Agreement,OWA0012
1947,1948,DOCUMENTARY (Feature),"Sid Rogell, Executive Producer;  Theron Warth and Richard O. Fleischer, Producers",Design for Death,OWA0044
1947,1948,DOCUMENTARY (Short Subject),United Nations Division of Films and Visual Information,First Steps,OWA0037
1947,1948,FILM EDITING,"Francis Lyon, Robert Parrish",Body and Soul,OWA0020
1947,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Dr. Miklos Rozsa,A Double Life,OWA0042
1947,1948,MUSIC (Scoring of a Musical Picture),Alfred Newman,Mother Wore Tights,OWA0039
1947,1948,MUSIC (Song),Music by Allie Wrubel; Lyrics by Ray Gilbert,Song of the South,OWA0022
1947,1948,BEST MOTION PICTURE,20th Century-Fox,Gentleman's Agreement,OWA0045
1947,1948,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Tweetie Pie,OWA0016
1947,1948,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer",Good-bye Miss Turlock,OWA0028
1947,1948,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Climbing the Matterhorn,OWA0029
1947,1948,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",The Bishop's Wife,OWA0015
1947,1948,SPECIAL EFFECTS,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",Green Dolphin Street,OWA0033
1947,1948,WRITING (Motion Picture Story),Valentine Davies,Miracle on 34th Street,OWA0046
1947,1948,WRITING (Original Screenplay),Sidney Sheldon,The Bachelor and the Bobby-Soxer,OWA0036
1947,1948,WRITING (Screenplay),George Seaton,Miracle on 34th Street,OWA0024
1948,1949,ACTOR,Laurence Olivier,Hamlet,OWA0001
1948,1949,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,OWA0025
1948,1949,ACTRESS,Jane Wyman,Johnny Belinda,OWA0002
1948,1949,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Key Largo,OWA0026
1948,1949,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,OWA0034
1948,1949,ART DIRECTION (Color),Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson,The Red Shoes,OWA0035
1948,1949,CINEMATOGRAPHY (Black-and-White),William Daniels,The Naked City,OWA0031
1948,1949,CINEMATOGRAPHY (Color),"Joseph Valentine, William V. Skall, Winton Hoch",Joan of Arc,OWA0032
1948,1949,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,OWA0047
1948,1949,COSTUME DESIGN (Color),"Dorothy Jeakins, Karinska",Joan of Arc,OWA0048
1948,1949,DIRECTING,John Huston,The Treasure of the Sierra Madre,OWA0012
1948,1949,DOCUMENTARY (Feature),"Orville O. Dull, Producer",The Secret Land,OWA0044
1948,1949,DOCUMENTARY (Short Subject),United States Army,Toward Independence,OWA0037
1948,1949,FILM EDITING,Paul Weatherwax,The Naked City,OWA0020
1948,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,The Red Shoes,OWA0042
1948,1949,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",Easter Parade,OWA0039
1948,1949,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,The Paleface,OWA0022
1948,1949,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,OWA0045
1948,1949,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Little Orphan,OWA0016
1948,1949,SHORT SUBJECT (One-reel),"Edmund H. Reek, Producer",Symphony of a City,OWA0028
1948,1949,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Seal Island,OWA0029
1948,1949,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",The Snake Pit,OWA0015
1948,1949,SPECIAL EFFECTS,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",Portrait of Jennie,OWA0033
1948,1949,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",The Search,OWA0046
1948,1949,WRITING (Screenplay),John Huston,The Treasure of the Sierra Madre,OWA0024
1949,1950,ACTOR,Broderick Crawford,All the King's Men,OWA0001
1949,1950,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,OWA0025
1949,1950,ACTRESS,Olivia de Havilland,The Heiress,OWA0002
1949,1950,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,OWA0026
1949,1950,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,OWA0034
1949,1950,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,OWA0035
1949,1950,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,Battleground,OWA0031
1949,1950,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,OWA0032
1949,1950,COSTUME DESIGN (Black-and-White),"Edith Head, Gile Steele",The Heiress,OWA0047
1949,1950,COSTUME DESIGN (Color),"Leah Rhodes, Travilla, Marjorie Best",The Adventures of Don Juan,OWA0048
1949,1950,DIRECTING,Joseph L. Mankiewicz,A Letter to Three Wives,OWA0012
1949,1950,DOCUMENTARY (Feature),Crown Film Unit,Daybreak in Udi,OWA0044
1949,1950,DOCUMENTARY (Short Subject),"Richard de Rochemont, Producer",A Chance to Live,OWA0037
1949,1950,DOCUMENTARY (Short Subject),"Edward Selzer, Producer",So Much for So Little,OWA0037
1949,1950,FILM EDITING,Harry Gerstad,Champion,OWA0020
1949,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Aaron Copland,The Heiress,OWA0042
1949,1950,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",On the Town,OWA0039
1949,1950,MUSIC (Song),Music and Lyrics by Frank Loesser,Neptune's Daughter,OWA0022
1949,1950,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,OWA0045
1949,1950,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",For Scent-Imental Reasons,OWA0016
1949,1950,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Aquatic House-Party,OWA0028
1949,1950,SHORT SUBJECT (Two-reel),"Gaston Diehl and Robert Haessens, Producers",Van Gogh,OWA0029
1949,1950,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",Twelve O'Clock High,OWA0015
1949,1950,SPECIAL EFFECTS,ARKO Productions,Mighty Joe Young,OWA0033
1949,1950,WRITING (Motion Picture Story),Douglas Morrow,The Stratton Story,OWA0046
1949,1950,WRITING (Screenplay),Joseph L. Mankiewicz,A Letter to Three Wives,OWA0024
1949,1950,WRITING (Story and Screenplay),Robert Pirosh,Battleground,OWA0049
1950,1951,ACTOR,José Ferrer,Cyrano de Bergerac,OWA0001
1950,1951,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,OWA0025
1950,1951,ACTRESS,Judy Holliday,Born Yesterday,OWA0002
1950,1951,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,Harvey,OWA0026
1950,1951,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer",Sunset Blvd.,OWA0034
1950,1951,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Samson and Delilah,OWA0035
1950,1951,CINEMATOGRAPHY (Black-and-White),Robert Krasker,The Third Man,OWA0031
1950,1951,CINEMATOGRAPHY (Color),Robert Surtees,King Solomon's Mines,OWA0032
1950,1951,COSTUME DESIGN (Black-and-White),"Edith Head, Charles LeMaire",All about Eve,OWA0047
1950,1951,COSTUME DESIGN (Color),"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",Samson and Delilah,OWA0048
1950,1951,DIRECTING,Joseph L. Mankiewicz,All about Eve,OWA0012
1950,1951,DOCUMENTARY (Feature),"Robert Snyder, Producer",The Titan: Story of Michelangelo,OWA0044
1950,1951,DOCUMENTARY (Short Subject),"Edmund Reek, Producer",Why Korea?,OWA0037
1950,1951,FILM EDITING,"Ralph E. Winters, Conrad A. Nervig",King Solomon's Mines,OWA0020
1950,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,Sunset Blvd.,OWA0042
1950,1951,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Roger Edens",Annie Get Your Gun,OWA0039
1950,1951,MUSIC (Song),Music and Lyrics by Ray Evans and Jay Livingston,"Captain Carey, U.S.A.",OWA0022
1950,1951,BEST MOTION PICTURE,20th Century-Fox,All about Eve,OWA0045
1950,1951,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",Gerald McBoing-Boing,OWA0016
1950,1951,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Grandad of Races,OWA0028
1950,1951,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",In Beaver Valley,OWA0029
1950,1951,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",All about Eve,OWA0015
1950,1951,SPECIAL EFFECTS,George Pal Productions,Destination Moon,OWA0033
1950,1951,WRITING (Motion Picture Story),"Edna Anhalt, Edward Anhalt",Panic in the Streets,OWA0046
1950,1951,WRITING (Screenplay),Joseph L. Mankiewicz,All about Eve,OWA0024
1950,1951,WRITING (Story and Screenplay),"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",Sunset Blvd.,OWA0049
1951,1952,ACTOR,Humphrey Bogart,The African Queen,OWA0001
1951,1952,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,OWA0025
1951,1952,ACTRESS,Vivien Leigh,A Streetcar Named Desire,OWA0002
1951,1952,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,A Streetcar Named Desire,OWA0026
1951,1952,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,OWA0034
1951,1952,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,OWA0035
1951,1952,CINEMATOGRAPHY (Black-and-White),William C. Mellor,A Place in the Sun,OWA0031
1951,1952,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,An American in Paris,OWA0032
1951,1952,COSTUME DESIGN (Black-and-White),Edith Head,A Place in the Sun,OWA0047
1951,1952,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,OWA0048
1951,1952,DIRECTING,George Stevens,A Place in the Sun,OWA0012
1951,1952,DOCUMENTARY (Feature),"Olle Nordemar, Producer",Kon-Tiki,OWA0044
1951,1952,DOCUMENTARY (Short Subject),'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',Benjy,OWA0037
1951,1952,FILM EDITING,William Hornbeck,A Place in the Sun,OWA0020
1951,1952,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,A Place in the Sun,OWA0042
1951,1952,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",An American in Paris,OWA0039
1951,1952,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Johnny Mercer,Here Comes the Groom,OWA0022
1951,1952,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,OWA0045
1951,1952,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Two Mouseketeers,OWA0016
1951,1952,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",World of Kids,OWA0028
1951,1952,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Nature's Half Acre,OWA0029
1951,1952,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Great Caruso,OWA0015
1951,1952,SPECIAL EFFECTS,Paramount,When Worlds Collide,OWA0033
1951,1952,WRITING (Motion Picture Story),"Paul Dehn, James Bernard",Seven Days to Noon,OWA0046
1951,1952,WRITING (Screenplay),"Michael Wilson, Harry Brown",A Place in the Sun,OWA0024
1951,1952,WRITING (Story and Screenplay),Alan Jay Lerner,An American in Paris,OWA0049
1952,1953,ACTOR,Gary Cooper,High Noon,OWA0001
1952,1953,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,OWA0025
1952,1953,ACTRESS,Shirley Booth,"Come Back, Little Sheba",OWA0002
1952,1953,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,The Bad and the Beautiful,OWA0026
1952,1953,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Keogh Gleason",The Bad and the Beautiful,OWA0034
1952,1953,ART DIRECTION (Color),Art Direction:  Paul Sheriff;  Set Decoration:  Marcel Vertes,Moulin Rouge,OWA0035
1952,1953,CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,OWA0031
1952,1953,CINEMATOGRAPHY (Color),"Winton C. Hoch, Archie Stout",The Quiet Man,OWA0032
1952,1953,COSTUME DESIGN (Black-and-White),Helen Rose,The Bad and the Beautiful,OWA0047
1952,1953,COSTUME DESIGN (Color),Marcel Vertes,Moulin Rouge,OWA0048
1952,1953,DIRECTING,John Ford,The Quiet Man,OWA0012
1952,1953,DOCUMENTARY (Feature),"Irwin Allen, Producer",The Sea around Us,OWA0044
1952,1953,DOCUMENTARY (Short Subject),"Norman McLaren, Producer",Neighbours,OWA0037
1952,1953,FILM EDITING,"Elmo Williams, Harry Gerstad",High Noon,OWA0020
1952,1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,High Noon,OWA0042
1952,1953,MUSIC (Scoring of a Musical Picture),Alfred Newman,With a Song in My Heart,OWA0039
1952,1953,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,High Noon,OWA0022
1952,1953,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Greatest Show on Earth,OWA0045
1952,1953,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Johann Mouse,OWA0016
1952,1953,SHORT SUBJECT (One-reel),"Boris Vermont, Producer",Light in the Window: The Art of Vermeer,OWA0028
1952,1953,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Water Birds,OWA0029
1952,1953,SOUND RECORDING,London Film Sound Department,Breaking the Sound Barrier,OWA0015
1952,1953,SPECIAL EFFECTS,Metro-Goldwyn-Mayer,Plymouth Adventure,OWA0033
1952,1953,WRITING (Motion Picture Story),"Fredric M. Frank, Theodore St. John, Frank Cavett",The Greatest Show on Earth,OWA0046
1952,1953,WRITING (Screenplay),Charles Schnee,The Bad and the Beautiful,OWA0024
1952,1953,WRITING (Story and Screenplay),T. E. B. Clarke,The Lavender Hill Mob,OWA0049
1953,1954,ACTOR,William Holden,Stalag 17,OWA0001
1953,1954,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,OWA0025
1953,1954,ACTRESS,Audrey Hepburn,Roman Holiday,OWA0002
1953,1954,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,OWA0026
1953,1954,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Hugh Hunt",Julius Caesar,OWA0034
1953,1954,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Paul S. Fox",The Robe,OWA0035
1953,1954,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,From Here to Eternity,OWA0031
1953,1954,CINEMATOGRAPHY (Color),Loyal Griggs,Shane,OWA0032
1953,1954,COSTUME DESIGN (Black-and-White),Edith Head,Roman Holiday,OWA0047
1953,1954,COSTUME DESIGN (Color),"Charles LeMaire, Emile Santiago",The Robe,OWA0048
1953,1954,DIRECTING,Fred Zinnemann,From Here to Eternity,OWA0012
1953,1954,DOCUMENTARY (Feature),"Walt Disney, Producer",The Living Desert,OWA0044
1953,1954,DOCUMENTARY (Short Subject),"Walt Disney, Producer",The Alaskan Eskimo,OWA0037
1953,1954,FILM EDITING,William Lyon,From Here to Eternity,OWA0020
1953,1954,MUSIC (Music Score of a Dramatic or Comedy Picture),Bronislau Kaper,Lili,OWA0042
1953,1954,MUSIC (Scoring of a Musical Picture),Alfred Newman,Call Me Madam,OWA0039
1953,1954,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,OWA0022
1953,1954,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,OWA0045
1953,1954,SHORT SUBJECT (Cartoon),"Walt Disney, Producer","Toot, Whistle, Plunk and Boom",OWA0016
1953,1954,SHORT SUBJECT (One-reel),"Johnny Green, Producer",The Merry Wives of Windsor Overture,OWA0028
1953,1954,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Bear Country,OWA0029
1953,1954,SOUND RECORDING,"Columbia Studio Sound Department, John P. Livadary, Sound Director",From Here to Eternity,OWA0015
1953,1954,SPECIAL EFFECTS,Paramount Studio,The War of the Worlds,OWA0033
1953,1954,WRITING (Motion Picture Story),Dalton Trumbo,Roman Holiday,OWA0046
1953,1954,WRITING (Screenplay),Daniel Taradash,From Here to Eternity,OWA0024
1953,1954,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",Titanic,OWA0049
1954,1955,ACTOR,Marlon Brando,On the Waterfront,OWA0001
1954,1955,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,OWA0025
1954,1955,ACTRESS,Grace Kelly,The Country Girl,OWA0002
1954,1955,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,OWA0026
1954,1955,ART DIRECTION (Black-and-White),Richard Day,On the Waterfront,OWA0034
1954,1955,ART DIRECTION (Color),Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,"20,000 Leagues under the Sea",OWA0035
1954,1955,CINEMATOGRAPHY (Black-and-White),Boris Kaufman,On the Waterfront,OWA0031
1954,1955,CINEMATOGRAPHY (Color),Milton Krasner,Three Coins in the Fountain,OWA0032
1954,1955,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,OWA0047
