Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
Ed Wood,1995,MAKEUP,"Rick Baker, Ve Neill, Yolanda Toussieng",1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Landau
Blue Sky,1995,ACTRESS IN A LEADING ROLE,Jessica Lange,1995,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange
Bullets over Broadway,1995,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,0,,
The Madness of King George,1995,ART DIRECTION,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,0,,
Legends of the Fall,1995,CINEMATOGRAPHY,John Toll,0,,
"The Adventures of Priscilla, Queen of the Desert",1995,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel",0,,
Maya Lin: A Strong Clear Vision,1995,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders",0,,
A Time for Justice,1995,DOCUMENTARY (Short Subject),Charles Guggenheim,0,,
Burnt by the Sun,1995,FOREIGN LANGUAGE FILM,Russia,0,,
The Lion King,1995,MUSIC (Original Score),Hans Zimmer,0,,
The Lion King,1995,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,0,,
Bob's Birthday,1995,SHORT FILM (Animated),"Alison Snowden, David Fine",0,,
Franz Kafka's It's a Wonderful Life,1995,SHORT FILM (Live Action),"Peter Capaldi, Ruth Kenley-Letts",0,,
Trevor,1995,SHORT FILM (Live Action),"Peggy Rajski, Randy Stone",0,,
Speed,1995,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",0,,
Speed,1995,SOUND EFFECTS EDITING,Stephen Hunter Flick,0,,
Pulp Fiction,1995,WRITING (Screenplay Written Directly for the Screen),Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,0,,
Leaving Las Vegas,1996,ACTOR IN A LEADING ROLE,Nicolas Cage,1996,Best Performance by an Actor in a Motion Picture - Drama,Nicolas Cage
The Usual Suspects,1996,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,0,,
The Usual Suspects,1996,WRITING (Screenplay Written Directly for the Screen),Christopher McQuarrie,0,,
Dead Man Walking,1996,ACTRESS IN A LEADING ROLE,Susan Sarandon,0,,
Mighty Aphrodite,1996,ACTRESS IN A SUPPORTING ROLE,Mira Sorvino,1996,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mira Sorvino
Restoration,1996,ART DIRECTION,Eugenio Zanetti,0,,
Restoration,1996,COSTUME DESIGN,James Acheson,0,,
Braveheart,1996,CINEMATOGRAPHY,John Toll,0,,
Braveheart,1996,DIRECTING,Mel Gibson,0,,
Braveheart,1996,MAKEUP,"Peter Frampton, Paul Pattison, Lois Burwell",0,,
Braveheart,1996,BEST PICTURE,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",0,,
Braveheart,1996,SOUND EFFECTS EDITING,"Lon Bender, Per Hallberg",0,,
Anne Frank Remembered,1996,DOCUMENTARY (Feature),Jon Blair,0,,
One Survivor Remembers,1996,DOCUMENTARY (Short Subject),Kary Antholis,0,,
Apollo 13,1996,FILM EDITING,"Mike Hill, Dan Hanley",0,,
Apollo 13,1996,SOUND,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",0,,
Antonia's Line,1996,FOREIGN LANGUAGE FILM,The Netherlands,0,,
The Postman (Il Postino),1996,MUSIC (Original Dramatic Score),Luis Enrique Bacalov,0,,
Pocahontas,1996,MUSIC (Original Musical or Comedy Score),Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,1996,Best Original Song - Motion Picture,Colors of the Wind
Pocahontas,1996,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,1996,Best Original Song - Motion Picture,Colors of the Wind
A Close Shave,1996,SHORT FILM (Animated),Nick Park,0,,
Lieberman in Love,1996,SHORT FILM (Live Action),"Christine Lahti, Jana Sue Memel",0,,
Babe,1996,VISUAL EFFECTS,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",1996,Best Motion Picture - Musical or Comedy,Babe
Sense and Sensibility,1996,WRITING (Screenplay Based on Material Previously Produced or Published),Emma Thompson,1996,Best Screenplay - Motion Picture,Emma Thompson
Sense and Sensibility,1996,WRITING (Screenplay Based on Material Previously Produced or Published),Emma Thompson,1996,Best Motion Picture - Drama,Sense and Sensibility
Shine,1997,ACTOR IN A LEADING ROLE,Geoffrey Rush,0,,
Jerry Maguire,1997,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",1997,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Cruise
Fargo,1997,ACTRESS IN A LEADING ROLE,Frances McDormand,0,,
Fargo,1997,WRITING (Screenplay Written Directly for the Screen),"Ethan Coen, Joel Coen",0,,
The English Patient,1997,ACTRESS IN A SUPPORTING ROLE,Juliette Binoche,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,CINEMATOGRAPHY,John Seale,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,COSTUME DESIGN,Ann Roth,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,DIRECTING,Anthony Minghella,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,FILM EDITING,Walter Murch,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,MUSIC (Original Dramatic Score),Gabriel Yared,1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,BEST PICTURE,"Saul Zaentz, Producer",1997,Best Original Score - Motion Picture,Gabriel Yared
The English Patient,1997,SOUND,"Walter Murch, Mark Berger, David Parker, Chris Newman",1997,Best Original Score - Motion Picture,Gabriel Yared
When We Were Kings,1997,DOCUMENTARY (Feature),"Leon Gast, David Sonenberg",0,,
Breathing Lessons: The Life and Work of Mark O'Brien,1997,DOCUMENTARY (Short Subject),Jessica Yu,0,,
Kolya,1997,FOREIGN LANGUAGE FILM,Czech Republic,1997,Best Motion Picture – Non-English Language,Kolya
The Nutty Professor,1997,MAKEUP,"Rick Baker, David LeRoy Anderson",0,,
Emma,1997,MUSIC (Original Musical or Comedy Score),Rachel Portman,0,,
Evita,1997,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,1997,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Madonna
Evita,1997,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,1997,Best Original Song - Motion Picture,"""You Must Love Me"""
Quest,1997,SHORT FILM (Animated),"Tyron Montgomery, Thomas Stellmach",0,,
Dear Diary,1997,SHORT FILM (Live Action),"David Frankel, Barry Jossen",0,,
The Ghost and the Darkness,1997,SOUND EFFECTS EDITING,Bruce Stambler,0,,
Independence Day,1997,VISUAL EFFECTS,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",0,,
Sling Blade,1997,WRITING (Screenplay Based on Material Previously Produced or Published),Billy Bob Thornton,0,,
As Good as It Gets,1998,ACTOR IN A LEADING ROLE,Jack Nicholson,1998,Best Motion Picture - Musical or Comedy,As Good as It Gets
As Good as It Gets,1998,ACTOR IN A LEADING ROLE,Jack Nicholson,1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hunt
As Good as It Gets,1998,ACTRESS IN A LEADING ROLE,Helen Hunt,1998,Best Motion Picture - Musical or Comedy,As Good as It Gets
As Good as It Gets,1998,ACTRESS IN A LEADING ROLE,Helen Hunt,1998,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hunt
Good Will Hunting,1998,ACTOR IN A SUPPORTING ROLE,Robin Williams,1998,Best Screenplay - Motion Picture,"Ben Affleck, Matt Damon"
Good Will Hunting,1998,WRITING (Screenplay Written Directly for the Screen),"Ben Affleck, Matt Damon",1998,Best Screenplay - Motion Picture,"Ben Affleck, Matt Damon"
L.A. Confidential,1998,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kim Basinger
L.A. Confidential,1998,WRITING (Screenplay Based on Material Previously Produced or Published),"Brian Helgeland, Curtis Hanson",1998,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kim Basinger
The Long Way Home,1998,DOCUMENTARY (Feature),"Rabbi Marvin Hier, Richard Trank",0,,
A Story of Healing,1998,DOCUMENTARY (Short Subject),"Donna Dewey, Carol Pasternak",0,,
Character,1998,FOREIGN LANGUAGE FILM,The Netherlands,0,,
Men in Black,1998,MAKEUP,"Rick Baker, David LeRoy Anderson",0,,
The Full Monty,1998,MUSIC (Original Musical or Comedy Score),Anne Dudley,0,,
Geri's Game,1998,SHORT FILM (Animated),Jan Pinkava,0,,
Visas and Virtue,1998,SHORT FILM (Live Action),"Chris Tashima, Chris Donahue",0,,
Life Is Beautiful,1999,ACTOR IN A LEADING ROLE,Roberto Benigni,0,,
Life Is Beautiful,1999,FOREIGN LANGUAGE FILM,Italy,0,,
Life Is Beautiful,1999,MUSIC (Original Dramatic Score),Nicola Piovani,0,,
Affliction,1999,ACTOR IN A SUPPORTING ROLE,James Coburn,0,,
Shakespeare in Love,1999,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,ACTRESS IN A SUPPORTING ROLE,Judi Dench,1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,ACTRESS IN A SUPPORTING ROLE,Judi Dench,1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,ACTRESS IN A SUPPORTING ROLE,Judi Dench,1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,COSTUME DESIGN,Sandy Powell,1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,COSTUME DESIGN,Sandy Powell,1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,COSTUME DESIGN,Sandy Powell,1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Shakespeare in Love,1999,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",1999,Best Screenplay - Motion Picture,Marc Norman
Shakespeare in Love,1999,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",1999,Best Motion Picture - Musical or Comedy,Shakespeare in Love
Shakespeare in Love,1999,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",1999,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Gwyneth Paltrow
Saving Private Ryan,1999,CINEMATOGRAPHY,Janusz Kaminski,1999,Best Motion Picture - Drama,Saving Private Ryan
Saving Private Ryan,1999,DIRECTING,Steven Spielberg,1999,Best Motion Picture - Drama,Saving Private Ryan
Saving Private Ryan,1999,FILM EDITING,Michael Kahn,1999,Best Motion Picture - Drama,Saving Private Ryan
Saving Private Ryan,1999,SOUND,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",1999,Best Motion Picture - Drama,Saving Private Ryan
Saving Private Ryan,1999,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",1999,Best Motion Picture - Drama,Saving Private Ryan
The Last Days,1999,DOCUMENTARY (Feature),"James Moll, Ken Lipper",0,,
The Personals: Improvisations on Romance in the Golden Years,1999,DOCUMENTARY (Short Subject),Keiko Ibi,0,,
Elizabeth,1999,MAKEUP,Jenny Shircore,0,,
The Prince of Egypt,1999,MUSIC (Original Song),Music and Lyric by Stephen Schwartz,0,,
Bunny,1999,SHORT FILM (Animated),Chris Wedge,0,,
Election Night (Valgaften),1999,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",0,,
What Dreams May Come,1999,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",0,,
Gods and Monsters,1999,WRITING (Screenplay Based on Material Previously Produced or Published),Bill Condon,1999,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lynn Redgrave
American Beauty,2000,ACTOR IN A LEADING ROLE,Kevin Spacey,2000,Best Screenplay - Motion Picture,Alan Ball
American Beauty,2000,ACTOR IN A LEADING ROLE,Kevin Spacey,2000,Best Motion Picture - Drama,American Beauty
American Beauty,2000,CINEMATOGRAPHY,Conrad L. Hall,2000,Best Screenplay - Motion Picture,Alan Ball
American Beauty,2000,CINEMATOGRAPHY,Conrad L. Hall,2000,Best Motion Picture - Drama,American Beauty
American Beauty,2000,DIRECTING,Sam Mendes,2000,Best Screenplay - Motion Picture,Alan Ball
American Beauty,2000,DIRECTING,Sam Mendes,2000,Best Motion Picture - Drama,American Beauty
American Beauty,2000,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",2000,Best Screenplay - Motion Picture,Alan Ball
American Beauty,2000,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",2000,Best Motion Picture - Drama,American Beauty
American Beauty,2000,WRITING (Screenplay Written Directly for the Screen),Alan Ball,2000,Best Screenplay - Motion Picture,Alan Ball
American Beauty,2000,WRITING (Screenplay Written Directly for the Screen),Alan Ball,2000,Best Motion Picture - Drama,American Beauty
The Cider House Rules,2000,ACTOR IN A SUPPORTING ROLE,Michael Caine,0,,
The Cider House Rules,2000,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,0,,
Boys Don't Cry,2000,ACTRESS IN A LEADING ROLE,Hilary Swank,0,,
"Girl, Interrupted",2000,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,0,,
Sleepy Hollow,2000,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,0,,
Topsy-Turvy,2000,COSTUME DESIGN,Lindy Hemming,0,,
Topsy-Turvy,2000,MAKEUP,"Christine Blundell, Trefor Proud",0,,
One Day in September,2000,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",0,,
King Gimp,2000,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",0,,
The Matrix,2000,FILM EDITING,Zach Staenberg,0,,
The Matrix,2000,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",0,,
The Matrix,2000,SOUND EFFECTS EDITING,Dane A. Davis,0,,
The Matrix,2000,VISUAL EFFECTS,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",0,,
All about My Mother,2000,FOREIGN LANGUAGE FILM,Spain,0,,
The Red Violin,2000,MUSIC (Original Score),John Corigliano,0,,
Tarzan,2000,MUSIC (Original Song),Music and Lyric by Phil Collins,2000,Best Original Song - Motion Picture,"""You'll Be In My Heart"""
My Mother Dreams the Satan's Disciples in New York,2000,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",0,,
Gladiator,2001,ACTOR IN A LEADING ROLE,Russell Crowe,2001,Best Motion Picture - Drama,Gladiator
Gladiator,2001,ACTOR IN A LEADING ROLE,Russell Crowe,2001,Best Original Score - Motion Picture,Lisa Gerrard
Gladiator,2001,COSTUME DESIGN,Janty Yates,2001,Best Motion Picture - Drama,Gladiator
Gladiator,2001,COSTUME DESIGN,Janty Yates,2001,Best Original Score - Motion Picture,Lisa Gerrard
Gladiator,2001,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",2001,Best Motion Picture - Drama,Gladiator
Gladiator,2001,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",2001,Best Original Score - Motion Picture,Lisa Gerrard
Gladiator,2001,SOUND,"Scott Millan, Bob Beemer, Ken Weston",2001,Best Motion Picture - Drama,Gladiator
Gladiator,2001,SOUND,"Scott Millan, Bob Beemer, Ken Weston",2001,Best Original Score - Motion Picture,Lisa Gerrard
Gladiator,2001,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",2001,Best Motion Picture - Drama,Gladiator
Gladiator,2001,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",2001,Best Original Score - Motion Picture,Lisa Gerrard
Traffic,2001,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,2001,Best Screenplay - Motion Picture,Stephen Gaghan
Traffic,2001,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Benicio del Toro
Traffic,2001,DIRECTING,Steven Soderbergh,2001,Best Screenplay - Motion Picture,Stephen Gaghan
Traffic,2001,DIRECTING,Steven Soderbergh,2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Benicio del Toro
Traffic,2001,FILM EDITING,Stephen Mirrione,2001,Best Screenplay - Motion Picture,Stephen Gaghan
Traffic,2001,FILM EDITING,Stephen Mirrione,2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Benicio del Toro
Traffic,2001,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Stephen Gaghan,2001,Best Screenplay - Motion Picture,Stephen Gaghan
Traffic,2001,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Stephen Gaghan,2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Benicio del Toro
Erin Brockovich,2001,ACTRESS IN A LEADING ROLE,Julia Roberts,2001,Best Performance by an Actress in a Motion Picture - Drama,Julia Roberts
Pollock,2001,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,0,,
"Crouching Tiger, Hidden Dragon",2001,ART DIRECTION,Tim Yip,2001,Best Motion Picture – Non-English Language,"Crouching Tiger, Hidden Dragon"
"Crouching Tiger, Hidden Dragon",2001,CINEMATOGRAPHY,Peter Pau,2001,Best Motion Picture – Non-English Language,"Crouching Tiger, Hidden Dragon"
"Crouching Tiger, Hidden Dragon",2001,FOREIGN LANGUAGE FILM,Taiwan,2001,Best Motion Picture – Non-English Language,"Crouching Tiger, Hidden Dragon"
"Crouching Tiger, Hidden Dragon",2001,MUSIC (Original Score),Tan Dun,2001,Best Motion Picture – Non-English Language,"Crouching Tiger, Hidden Dragon"
Into the Arms of Strangers: Stories of the Kindertransport,2001,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",0,,
Big Mama,2001,DOCUMENTARY (Short Subject),Tracy Seretean,0,,
Dr. Seuss' How the Grinch Stole Christmas,2001,MAKEUP,"Rick Baker, Gail Ryan",0,,
Wonder Boys,2001,MUSIC (Original Song),Music and Lyric by Bob Dylan,2001,Best Original Song - Motion Picture,"""Things Have Changed"""
